thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,label_header,label_id
-6.459947368374305832e-01,3.455924235770939656e-01,1.819360118578341665e-02,3.960480456936056881e-01,-1.963501879446372389e-01,3.235023299153756970e-01,1.421499999999999986e+01,1.000000000000000000e+00
-6.581763363792768606e-01,3.695183464323512079e-01,1.631957040343001014e-02,3.740177225032361163e-01,-1.899639324116481620e-01,2.474370006903497121e-01,1.422000000000000064e+01,1.000000000000000000e+00
-6.735579471899217907e-01,3.936301992556046070e-01,1.534517129866634112e-02,3.150306605329131759e-01,-1.958885815686220722e-01,1.709614711922964325e-01,1.422499999999999964e+01,1.000000000000000000e+00
-6.904444872397247357e-01,4.153584739849232044e-01,6.713828782342204718e-03,2.600127925847491306e-01,-2.124791637439520930e-01,1.000659361427588129e-01,1.423000000000000043e+01,1.000000000000000000e+00
-7.115394665836998200e-01,4.105551129053668369e-01,-3.303120150404501021e-03,2.419628112457505309e-01,-2.380512385685014387e-01,7.080762715517981143e-02,1.423499999999999943e+01,1.000000000000000000e+00
-7.415980923339797748e-01,4.048682923667444311e-01,-2.105395344750413122e-02,2.756906655952319207e-01,-2.715571395392668008e-01,5.665405715932539388e-02,1.424000000000000021e+01,1.000000000000000000e+00
-7.723940374806816944e-01,4.204602257645440044e-01,-3.261276815197296924e-02,3.367778772701969237e-01,-3.067105519032451433e-01,4.237542458167861681e-02,1.424499999999999922e+01,1.000000000000000000e+00
-7.960558144016091076e-01,4.340608308666680792e-01,-3.556887006392374373e-02,3.779322510477070018e-01,-3.292335071338511332e-01,3.998399182586425543e-02,1.425000000000000000e+01,1.000000000000000000e+00
-8.160793500981499138e-01,4.454142081689970167e-01,-3.300026185043596072e-02,3.811244811006785360e-01,-3.485875253348004743e-01,5.021462452065970222e-02,1.425500000000000078e+01,1.000000000000000000e+00
-8.314048542735550384e-01,4.402963832482158502e-01,-2.773099967623906398e-02,3.865701826332720303e-01,-3.565878014463517154e-01,7.984238396895806944e-02,1.425999999999999979e+01,1.000000000000000000e+00
-8.349677362842820028e-01,4.471311485714073441e-01,-2.883847967014153274e-02,3.509470230693723103e-01,-3.588288724422454834e-01,9.227015751195359605e-02,1.426500000000000057e+01,1.000000000000000000e+00
-8.333018911297225273e-01,4.699301169799136035e-01,-3.155136696584814882e-02,2.155146952674850958e-01,-3.414613315814071237e-01,8.304117110773666377e-02,1.426999999999999957e+01,1.000000000000000000e+00
-8.155569414945682549e-01,4.880453517043060740e-01,-3.569781287565948480e-02,7.418491713721318825e-02,-3.504795495630853575e-01,1.066376320080787976e-01,1.427500000000000036e+01,1.000000000000000000e+00
-8.063006709400983851e-01,5.335080594562836565e-01,-3.830730252754467602e-02,-1.179102569453388538e-01,-3.514987230300903320e-01,1.401171294597878814e-01,1.427999999999999936e+01,1.000000000000000000e+00
-7.991260937779727236e-01,5.701394257841660984e-01,-3.990008784251111718e-02,-3.765830217883824882e-01,-3.459629746652678195e-01,1.811599110282454128e-01,1.428500000000000014e+01,1.000000000000000000e+00
-7.925147698775715233e-01,6.116785535992672607e-01,-2.943177645323427974e-02,-5.625815486553983336e-01,-3.384218818589229683e-01,2.171967291858428184e-01,1.428999999999999915e+01,1.000000000000000000e+00
-7.922060622451412293e-01,6.450830312577321424e-01,-8.882330499387464454e-03,-6.675743270643494931e-01,-3.198436147711030686e-01,2.450772698888882550e-01,1.429499999999999993e+01,1.000000000000000000e+00
-7.903354492095262529e-01,6.982222281089331961e-01,1.836413392962998881e-02,-7.144691805164407050e-01,-2.919039311176626628e-01,2.573105899443537403e-01,1.430000000000000071e+01,1.000000000000000000e+00
-7.912824848109478726e-01,7.315276837575226399e-01,4.478963877267298083e-02,-7.420078528463412981e-01,-2.639932724418435628e-01,2.577880965508630440e-01,1.430499999999999972e+01,1.000000000000000000e+00
-7.990523813770427086e-01,7.554737185757275375e-01,7.894658103578222619e-02,-7.586818450415003801e-01,-2.190101600378887015e-01,2.324289637341878378e-01,1.431000000000000050e+01,1.000000000000000000e+00
