time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
16069,-0.946,0.299,0.014,-0.91889,-0.46556,0.0,-0.623,0.062,0.057,-1.56222,0.42556,-0.02556
16164,-0.896,0.065,-0.006,0.07444,-0.66111,-0.08667,-0.709,0.173,-0.389,1.58444,-0.90667,-0.26222
16269,-0.874,0.253,0.058,-0.33111,-0.61556,-0.06,-1.468,-0.371,-0.592,-1.25222,-1.18778,0.03111
16359,-1.147,0.213,0.006,-0.77556,-0.23333,0.12889,-0.803,0.166,0.0,-1.14778,-1.07889,0.15
16466,-1.344,0.074,-0.01,-0.10667,1.78,-0.01333,-0.9,0.067,-0.203,0.96111,-0.28556,-0.47
16568,-1.398,0.461,0.13,0.16556,2.61444,0.73111,-1.233,-0.831,-0.044,-0.56111,-0.41,0.08889
16672,-1.001,0.053,-0.054,2.68444,1.79,0.36444,-1.02,0.006,-0.11,0.22,-0.36667,-0.27222
16765,-0.504,0.048,-0.083,0.7,0.66667,0.35222,-0.903,-0.237,0.121,0.35,-0.47667,-0.07444
16863,-0.514,-0.069,-0.277,-0.51222,-1.01333,0.09667,-0.952,-0.079,0.087,-0.11,-0.78111,0.12
16964,-1.76,0.614,-0.966,0.28333,-1.88889,-0.61,-1.004,-0.347,0.145,0.67444,-0.62667,0.09667
17055,-0.67,-0.23,-0.135,-0.14889,-0.49111,0.24333,-1.22,0.009,-0.133,0.54333,-0.25667,-0.11222
17163,-1.296,-0.023,0.084,-1.64222,-0.89,-0.01111,-1.107,-0.057,0.082,0.34333,1.69111,-0.02667
17262,-1.132,0.448,0.234,0.20111,-0.92333,-0.49333,-1.307,-0.331,0.357,1.41,2.61778,-0.42
17362,-0.99,0.173,-0.082,-0.45,-0.43667,0.18667,-0.961,-0.168,0.024,-2.05444,1.58889,-0.45667
17462,-0.937,0.19,0.13,-0.45222,-0.42,0.12556,-0.58,-0.004,-0.038,-1.36889,0.32556,-0.32
17563,-0.948,0.182,0.01,-0.25222,-0.78889,-0.10222,-0.632,0.282,-0.196,0.71,-1.19778,0.01333
17664,-0.94,0.338,0.125,-0.60444,-0.48333,0.02222,-1.534,-0.374,-0.817,-1.33,-0.83667,-0.12333
17760,-1.191,0.27,-0.016,-0.74444,0.09778,0.21,-1.436,-0.128,0.336,-1.22778,-1.36222,-0.03667
17861,-1.067,-0.082,0.0,0.01778,2.72,-0.29778,-0.573,0.013,0.673,0.99444,-0.7,-0.21778
17964,-1.188,0.434,0.153,0.90111,2.24889,0.64,-1.024,0.013,0.161,0.36667,-0.94889,-0.39889
18063,-0.878,0.037,-0.118,2.05333,1.27778,0.42,-0.921,-0.242,0.15,1.83333,-0.37,-0.17444
18164,-0.532,-0.056,-0.055,1.05111,0.15444,0.38556,-0.876,-0.142,0.175,0.25556,-0.84,0.05333
18266,-0.532,-0.024,-0.405,-0.91667,-1.39889,-0.43444,-1.09,-0.081,-0.102,0.28333,-0.84,0.09778
18365,-1.25,-0.052,-0.717,-0.63333,0.28222,0.72111,-1.189,-0.176,0.289,0.25778,-0.03,-0.04222
18461,-1.252,0.175,-0.409,1.97111,-0.81444,-0.32778,-1.309,-0.11,0.0,0.65667,0.84556,0.03111
18560,-0.959,0.506,-0.032,0.27556,-1.14,-0.00444,-1.222,-0.062,0.211,0.57889,3.04222,0.18333
18661,-0.882,-0.133,0.159,-0.66444,-1.14889,0.22111,-0.963,-0.099,0.12,-1.83,1.74667,-0.63778
18763,-0.907,0.257,0.112,-1.23222,-0.38889,0.24222,-0.727,0.022,-0.036,-1.47556,1.05556,-0.35778
18862,-0.916,0.198,0.116,-0.23889,-0.76556,-0.08111,-0.583,0.208,0.002,0.06778,-0.50778,-0.27667
18963,-0.976,0.317,-0.009,-0.57111,-0.74444,-0.12889,-1.148,-0.459,-0.522,-0.32778,-1.59,0.47889
19059,-1.116,0.268,0.103,-0.29222,-0.30778,0.19222,-0.783,0.059,-0.184,-0.69,-0.32,-0.13778
19160,-1.314,0.078,0.04,-0.42,1.48333,0.16778,-1.028,-0.079,-0.171,0.29556,-0.40444,-0.09444
19261,-1.414,0.434,0.18,-0.64556,2.99444,0.68,-1.123,-0.598,0.12,-0.80111,-0.75,0.26222
19363,-1.014,0.139,0.049,2.59556,1.77333,0.41667,-1.009,-0.01,-0.057,0.43556,-0.39889,-0.24111
19463,-0.511,0.065,-0.107,0.74556,0.79,0.34,-0.925,-0.278,0.222,0.53333,-0.61222,-0.03889
19563,-0.501,-0.095,-0.229,-0.16,-1.07333,-0.11222,-1.013,-0.031,0.024,-0.10222,-0.82,0.03333
19664,-1.84,0.477,-0.886,0.22778,-1.26,-0.53333,-0.989,-0.408,0.154,0.82889,-0.42,0.02556
19765,-0.785,-0.152,0.011,0.04222,-0.67444,0.12333,-1.149,-0.119,-0.122,0.75333,0.15778,-0.12
19862,-0.827,-0.3,0.427,-1.3,-0.12111,0.44889,-1.094,0.243,-0.022,-0.1,2.36556,0.16333
19958,-1.024,0.313,0.208,0.13222,-0.79,-0.15889,-1.331,-0.366,0.202,0.54222,2.31333,-0.68
20061,-0.859,0.131,0.145,-1.37333,-0.91333,0.14,-0.823,-0.096,-0.046,-1.79556,1.48222,-0.26444
20164,-0.953,0.302,-0.004,-0.35111,-0.76667,-0.12333,-0.563,0.042,0.076,-1.06222,0.19444,-0.18667
20261,-0.969,0.126,-0.079,-0.21667,-0.78889,-0.08667,-0.747,0.037,-0.332,1.25333,-1.47,-0.11
20362,-0.951,0.34,0.19,-0.35667,-0.57111,-0.04889,-1.578,0.002,-0.794,-0.23444,-0.74889,-0.46556
20458,-1.214,0.156,-0.04,-0.82333,0.10556,0.14222,-1.052,-0.23,0.464,-1.17333,-1.72889,-0.05444
20563,-1.115,-0.079,0.055,0.42667,2.64667,-0.17667,-0.503,0.137,0.774,0.31444,-0.50556,-0.48667
20658,-1.137,0.356,0.178,1.07111,2.25,0.72889,-0.978,-0.209,0.196,1.37556,-0.69111,-0.39667
20763,-0.858,0.012,-0.062,1.88222,1.46889,0.34667,-0.919,-0.094,0.136,1.12667,-0.39667,-0.09444
20858,-0.456,0.047,-0.052,0.50556,0.27444,0.18667,-0.918,-0.14,0.235,0.53556,-0.59,0.06556
20959,-0.697,0.111,-0.502,-0.35,-1.69444,-0.51667,-0.997,-0.12,-0.109,0.35111,-0.77222,0.06
21062,-1.066,-0.008,-0.424,-0.26889,0.47667,0.75222,-1.22,-0.225,0.189,0.4,-0.15222,0.12556
21163,-1.2,0.337,-0.568,1.86556,-0.3,0.11889,-1.335,-0.148,0.011,0.46556,0.97222,0.08222
21261,-1.177,0.71,0.005,-0.09111,-1.19444,-0.02111,-1.314,-0.263,0.368,0.44,2.98889,0.14444
21361,-1.022,0.243,0.002,-0.59222,-1.19111,-0.00778,-1.049,-0.018,0.157,-1.78889,1.83778,-0.75556
21454,-0.933,0.155,0.14,-0.64889,-0.85556,-0.12333,-0.557,0.046,0.015,-1.41889,1.08,-0.43556
21564,-0.946,0.25,0.021,-0.55444,-0.77444,-0.05778,-0.516,0.171,0.056,0.05444,-0.65222,0.04
21661,-0.913,0.381,0.014,-0.64,-0.52889,-0.00556,-1.342,-0.496,-0.718,-0.83222,-1.35222,0.40333
21758,-1.16,0.216,0.0,-0.29889,-0.25111,0.21222,-0.762,0.172,-0.186,-1.27111,-0.37778,-0.03
21858,-1.344,0.014,-0.081,0.05778,2.08,0.00222,-0.66,0.094,0.337,0.58667,-0.59556,-0.51333
