time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
7332,-10.26,0.66,-0.02,-39.625,-26.5625,3.875,-11.04,-2.56,1.7,-28.1875,103.0625,-21.3125
7437,-9.23,2.08,0.6,-21.375,-20.5625,12.6875,-8.22,-0.6,-1.32,-115.9375,39.25,-37.125
7537,-9.38,1.26,0.21,-14.3125,-32.5,-6.8125,-5.97,2.21,-0.67,-37.6875,-0.3125,-18.8125
7632,-9.32,1.92,0.34,-7.125,-38.25,-11.75,-8.96,-2.9,-3.91,94.5,-35.5,8.9375
7728,-9.12,2.24,0.35,-19.9375,-33.75,-2.875,-12.43,-0.22,-6.41,-27.4375,-28.6875,-7.875
7832,-12.59,2.88,0.38,-66.8125,-10.25,6.75,-9.73,1.89,0.83,-61.1875,-58.8125,8.6875
7930,-12.52,-0.15,-0.65,-30.1875,126.625,9.5,-5.29,0.37,1.53,39.75,-18.5625,-45.4375
8033,-13.0,2.07,1.07,-25.8125,150.9375,42.3125,-10.49,-4.36,-1.44,-9.0625,-23.0625,-10.625
8129,-9.49,0.01,-0.83,166.5,98.5625,29.0625,-9.36,-1.95,-0.31,56.4375,-22.6875,-12.9375
8230,-5.28,-0.41,-0.71,81.625,38.1875,15.9375,-8.56,-0.86,1.8,19.25,-34.75,-7.125
8330,-5.11,-0.68,-3.43,-30.5625,-44.0,2.125,-9.61,-0.94,1.02,17.9375,-47.25,4.0
8432,-13.27,2.24,-9.58,42.5625,-65.8125,-11.875,-9.81,-2.43,1.6,49.6875,-19.4375,1.25
8531,-13.41,-2.27,-3.2,35.375,-25.75,-17.9375,-12.81,-3.7,-0.15,44.6875,5.1875,3.0625
8632,-6.55,-5.88,6.24,-91.5625,-49.0625,18.5625,-11.35,2.82,-1.3,-25.375,150.4375,13.125
8729,-8.52,0.43,-0.44,-7.125,-81.5,-6.9375,-13.35,-3.85,2.1,-21.6875,136.625,-42.5625
8832,-8.35,2.63,0.09,-95.1875,-74.0,-0.4375,-8.32,0.33,0.25,-118.5625,94.125,-23.125
8930,-9.66,2.35,-0.56,-23.8125,-49.4375,-7.625,-5.46,1.28,1.33,-58.75,24.5,3.5
9029,-8.85,1.49,-0.33,13.4375,-56.1875,-10.75,-8.26,-0.56,-5.22,106.4375,-88.6875,3.6875
9127,-9.82,2.9,1.41,-32.5,-30.5,4.4375,-12.07,0.46,-7.3,47.625,4.0,-27.4375
9226,-14.17,0.58,-1.53,-74.625,41.3125,11.75,-14.71,-4.03,4.72,-122.4375,-116.1875,3.0625
9328,-15.05,2.27,1.32,23.5625,186.5625,51.625,-5.32,0.7,8.44,-20.75,-108.4375,-6.5625
9431,-9.75,1.57,1.42,142.1875,144.5625,32.125,-9.41,1.35,1.36,105.9375,-44.375,-44.6875
9531,-6.18,-0.06,-0.57,92.75,73.625,23.75,-8.83,-2.49,2.6,115.4375,-31.5,-9.1875
9631,-4.19,-1.66,-0.92,19.6875,-20.9375,-3.5625,-9.37,-0.95,1.5,19.9375,-54.5,2.9375
9727,-10.01,2.46,-8.62,-71.4375,-126.375,-48.1875,-9.9,-2.22,0.66,43.5625,-43.75,5.0625
9830,-8.9,-3.26,-4.04,43.3125,15.5625,19.0625,-13.16,-1.98,0.2,24.375,-5.0,-7.1875
9928,-6.25,-4.0,1.35,-58.9375,8.8125,51.625,-10.95,1.78,-1.48,0.0625,132.9375,13.75
10031,-8.15,2.19,1.25,-0.3125,-60.3125,-13.5,-14.3,-3.42,2.45,37.5625,148.625,-47.0
10132,-9.22,0.48,0.23,-74.625,-91.375,7.4375,-9.37,-1.1,0.07,-139.8125,108.9375,-23.8125
10232,-9.17,1.89,0.27,-55.25,-73.9375,-9.375,-4.98,0.79,1.29,-75.6875,29.0,3.5
10327,-9.73,1.49,-0.45,-15.4375,-61.25,-11.125,-5.67,-1.07,-3.3,89.875,-62.25,-3.5625
10428,-9.81,3.38,1.25,-67.8125,-23.0,3.0,-15.17,-0.46,-8.09,-15.5,-65.5,-1.625
10527,-12.19,1.8,-2.23,-41.0,26.75,8.625,-10.21,-0.76,4.54,-96.625,-77.9375,-13.9375
10629,-15.51,1.9,2.08,-9.3125,198.25,33.6875,-5.58,-3.42,8.39,19.125,-33.875,4.5625
10728,-10.7,2.93,1.76,145.8125,140.8125,42.6875,-10.21,1.67,-0.3,57.0,-39.8125,-33.0
10829,-5.5,-0.04,-1.3,96.75,79.25,21.6875,-8.86,-3.57,2.77,113.125,-30.5625,-2.0625
10928,-5.11,-1.5,-0.07,40.6875,-14.625,6.5625,-9.69,-0.31,1.24,-6.375,-66.375,7.4375
11031,-11.2,3.08,-6.83,-25.5,-92.5,-50.8125,-9.43,-2.24,1.08,45.9375,-33.0625,7.8125
11130,-7.2,-1.28,-6.52,-13.75,-32.625,12.8125,-11.09,0.75,0.7,46.9375,-2.9375,-5.625
11228,-15.6,5.21,-5.45,148.4375,-8.5625,30.125,-13.28,-1.23,0.61,-8.25,91.1875,5.5625
11331,-14.15,7.65,0.91,-36.8125,-68.4375,-5.625,-13.46,-2.45,3.76,67.0625,154.6875,-39.1875
11430,-9.46,0.94,0.94,-61.25,-103.5,13.4375,-10.37,-0.7,1.1,-121.6875,109.9375,-23.6875
11528,-8.96,1.78,1.11,-64.8125,-88.5,-18.6875,-4.56,-0.2,1.17,-110.5625,59.8125,-14.375
11629,-9.64,1.48,-0.88,-14.8125,-54.5625,-10.6875,-5.55,0.6,-2.19,71.6875,-46.5,-14.5625
11730,-9.48,3.01,1.43,-56.5,-35.0625,-0.5,-15.62,-2.06,-8.0,-37.5625,-91.1875,9.1875
11827,-11.97,1.25,-1.53,-37.1875,14.25,16.6875,-7.53,1.38,0.57,-124.0625,-48.0625,-7.75
11930,-13.5,0.33,1.14,4.0625,186.5,15.125,-7.16,-0.54,6.05,12.5625,-58.5,-7.9375
12029,-11.29,2.24,1.55,106.375,158.875,48.9375,-10.32,-0.8,0.05,46.25,-42.3125,-31.5
12132,-6.5,0.52,-0.5,95.0625,101.3125,28.625,-8.73,-1.0,1.01,91.75,-31.3125,-4.625
12227,-4.25,-0.68,0.17,44.5,-7.4375,0.9375,-9.09,-0.84,1.34,-13.25,-60.375,3.5
12331,-10.52,2.42,-8.36,-69.125,-128.3125,-49.5625,-10.39,-2.26,0.04,51.0,-45.9375,6.6875
12427,-8.06,-3.32,-4.39,-24.75,25.4375,31.1875,-13.89,-1.61,0.18,24.9375,-2.5625,-9.4375
12531,-6.08,-4.62,2.97,-56.9375,-13.4375,40.3125,-11.08,3.01,-0.93,-9.125,141.875,13.8125
12631,-9.39,3.36,1.19,-4.5625,-72.0,-10.0625,-14.31,-3.76,3.21,24.1875,142.6875,-62.125
12733,-9.04,-0.51,0.03,-84.125,-99.0,-1.5,-8.65,0.13,0.68,-138.3125,111.125,-30.9375
12830,-9.22,1.65,0.24,-56.6875,-52.4375,-14.875,-4.5,0.93,1.51,-68.625,7.5625,11.4375
