label_header;thigh_Accel_X;thigh_Accel_Y;thigh_Accel_Z;thigh_Gyro_X;thigh_Gyro_Y;thigh_Gyro_Z;label_id
46.5630;-0.9830428;-0.0755148;0.1351269;-0.3916208;0.2306819;-0.4134720;8
46.6120;-0.9788150;-0.0901155;0.1716303;-0.3517348;0.1845756;-0.3898047;8
46.6630;-0.9837292;-0.0773907;0.1861032;-0.4475807;0.1594066;-0.3071818;8
46.7120;-0.9864925;-0.0989208;0.1618766;-0.5102143;0.1058076;-0.2238716;8
46.7630;-1.2126173;-0.1493797;0.1896585;-0.2763047;0.0491365;-0.0817698;8
46.8130;-1.1722025;0.0922827;0.1990588;0.4261159;0.0318776;0.3812245;8
46.8620;-1.0997248;0.1327926;0.1352174;0.6409857;-0.0358373;1.0499081;8
46.9130;-1.0597464;0.0514501;-0.0908682;0.5860861;0.2112764;1.8683598;8
46.9620;-1.1047548;-0.1018394;-0.0445409;-0.1901005;-0.0368184;1.8192730;8
47.0130;-1.1126242;-0.2194856;0.1694610;0.2283986;-0.0823474;1.7707833;8
47.0630;-1.0234003;-0.0406304;-0.0249171;0.6606685;-0.0886446;1.3036796;8
47.1120;-0.9167247;0.0461647;-0.0283565;0.6819914;-0.0771669;1.1509822;8
47.1630;-0.8582633;0.0530508;-0.0325510;0.5859287;0.0345490;0.7960057;8
47.2120;-0.7939563;0.0945711;-0.0769343;0.0808833;0.0527510;0.3815565;8
47.2630;-0.7776520;0.1550219;0.0124340;-0.4428562;0.0632238;-0.0431154;8
47.3130;-0.8658333;0.3109032;0.1411819;-0.2758703;0.0498631;-0.2512508;8
47.3620;-0.9953191;0.4626795;0.1509798;0.2428290;0.0763629;-0.1462924;8
47.4130;-1.0776988;0.5984451;0.1216700;0.2638751;0.0090855;-0.0129132;8
47.4620;-0.9455555;0.4212210;0.0649887;0.0077837;-0.1969347;0.0761292;8
47.5130;-1.1323647;0.1573297;0.0151321;0.1984738;-0.2166146;-0.1152497;8
47.5630;-1.0501008;0.2823124;0.1433112;0.9493170;-0.3226162;-0.3326574;8
47.6120;-0.8026225;0.0382136;-0.0364694;0.1551820;-0.2037018;-0.5104014;8
47.6630;-1.0261997;-0.1111578;-0.0401310;-0.3883703;-0.0467158;-1.0122342;8
47.7120;-0.9454768;-0.0545947;0.2073774;0.0154328;0.1211493;-0.9527152;8
47.7630;-0.9759350;0.0955219;0.2816405;-0.3304937;0.0489470;-0.9255203;8
47.8130;-0.9450364;-0.0221265;0.1198092;-0.2483615;-0.0123526;-0.9866502;8
47.8620;-0.9744658;-0.0832290;0.0103258;-0.4759452;0.1028113;-0.9978767;8
47.9130;-0.9405132;-0.1627636;0.0850711;-0.6040663;0.1320372;-1.0459067;8
47.9620;-0.9412294;-0.2042581;0.1534437;-0.7557230;0.3305906;-1.2613223;8
48.0130;-1.0162066;-0.1317637;0.1704465;-0.7840556;0.4206083;-1.0766888;8
48.0630;-1.0340659;-0.0424903;0.1700332;-0.5441870;0.2519657;-0.8401095;8
48.1120;-1.0453742;-0.0685489;0.1713660;-0.8421838;0.2138109;-0.6563959;8
48.1630;-1.0887753;-0.0911872;0.1683165;-0.6057630;0.3104624;-0.4424096;8
48.2120;-1.0705092;0.0154645;0.2347862;-0.3329874;0.1275294;-0.0868251;8
48.2630;-1.2691465;0.1695600;0.2705111;0.0161532;-0.0699971;0.5777081;8
48.3130;-1.3095949;0.3015927;-0.2008779;0.2727817;0.0873702;2.1547861;8
48.3620;-1.2990057;-0.2936233;0.0196349;-1.0645644;-0.5417806;2.3702767;8
48.4130;-1.2064609;-0.3122441;0.1956710;1.1826455;-0.4911052;2.2226616;8
48.4620;-1.0043135;-0.0194992;-0.1415773;1.5508942;-0.2144581;2.1847658;8
48.5130;-0.8833865;-0.1384289;-0.0491138;0.5638863;-0.1738535;1.8612732;8
48.5630;-0.7744216;-0.2279867;-0.0464845;0.5994587;-0.0999014;1.4237540;8
48.6120;-0.6447838;-0.1494312;-0.0894619;0.1041549;-0.0884690;0.7464373;8
48.6630;-0.5515203;0.0143356;0.0907165;-0.0733389;-0.1319824;-0.4907484;8
48.7120;-1.0297971;0.5325457;0.0828063;0.0937734;-0.2346812;-1.2362762;8
48.7630;-1.2797031;1.0738747;0.2301221;0.5505887;-0.0891098;-0.0992536;8
48.8130;-0.8298260;0.3704314;-0.0879454;0.2261197;-0.2439740;-0.0150417;8
48.8620;-1.5175877;-0.0478247;0.1639554;0.5447113;-0.3042480;-0.6976830;8
48.9130;-0.5456438;-0.0325084;-0.0383063;-0.0749173;-0.2474145;-0.4560457;8
48.9620;-1.0572763;-0.3997297;0.1850639;-0.6107843;0.3047995;-2.0081086;8
49.0130;-0.9056209;-0.1876606;0.0815717;-0.1627447;0.4604960;-1.3784919;8
49.0630;-1.1262741;-0.0462283;0.0988440;-0.8821612;0.2011855;-1.8507517;8
49.1120;-0.9169739;-0.0656227;0.1204435;-0.7057327;0.2316771;-1.4231480;8
49.1630;-0.9597242;-0.2515495;0.2252299;-0.8943279;0.4209396;-1.1594557;8
49.2120;-0.9354867;-0.1076416;0.0872410;-0.7122975;0.4014043;-1.1030473;8
49.2630;-0.9818164;0.0722255;-0.0127063;-0.7335860;0.3268704;-0.9882037;8
49.3130;-0.9991592;0.0640419;0.1827387;-1.0704215;0.2436781;-0.5178482;8
49.3620;-1.0712629;0.0230751;0.4063331;-0.5076162;0.2181238;-0.0541214;8
49.4130;-1.5184592;0.2026532;0.2290127;0.5175385;-0.0105039;0.9391394;8
49.4620;-1.3606459;0.2919254;-0.4276672;-0.2379169;0.0534925;2.7964990;8
49.5130;-1.4290370;-0.5255294;0.1721256;-0.6110465;-1.0127725;2.5683186;8
49.5630;-1.2222254;-0.2441065;0.0127496;1.8622582;-0.5472157;2.5599029;8
49.6120;-0.9748189;-0.1474911;-0.0223234;0.9772668;-0.4759252;2.1291241;8
49.6630;-0.7873791;-0.3213488;0.0275737;0.9514017;-0.4500426;1.6185923;8
49.7120;-0.4563217;-0.3550526;-0.2141429;1.2018764;-0.2947797;0.6827718;8
49.7630;-0.3835657;-0.1696019;-0.1028868;0.2570379;-0.0607037;-0.6374731;8
49.8130;-1.1380649;0.9092751;0.1613867;-0.9962485;-0.0575025;-0.8198657;8
49.8620;-1.4329219;1.2049650;0.1710428;2.0253568;-0.2675720;0.7147010;8
49.9130;-0.8572636;-0.0346361;-0.2044811;-1.8235864;-0.3899945;-0.2947671;8
49.9620;-1.1327961;-0.0204636;0.4337162;1.7205595;-0.4302390;-0.0972742;8
50.0130;-0.8137313;-0.6159374;-0.0481250;-0.6800267;0.1885357;-1.6906666;8
50.0630;-0.9777341;-0.1930421;0.2662347;-0.2459729;0.3751877;-1.7891573;8
50.1120;-0.9488195;-0.1111269;0.0092363;-0.6552761;0.3646099;-1.9410578;8
50.1630;-0.9944456;-0.0384308;0.0277052;-1.4305493;0.2299549;-2.1925784;8
50.2120;-0.9137114;-0.1609414;0.1218551;-1.7189397;0.5061633;-1.2906049;8
50.2630;-1.0228350;-0.1906111;0.2928701;-0.8510188;0.4944309;-1.2123452;8
50.3130;-1.0078233;0.0984080;0.0664489;-0.9474798;0.3838991;-1.2936819;8
50.3620;-1.1532777;0.2265351;0.1363686;-0.8855965;0.2722780;-0.5202293;8
50.4130;-1.1417726;0.0594334;0.4467887;-0.8958552;0.3248067;0.1598640;8
50.4620;-1.4182724;0.1864900;0.4168062;0.4266276;0.0725936;0.9291039;8
50.5130;-1.3177600;0.2587084;-0.4321716;0.2654147;0.2201251;2.8132222;8
50.5630;-1.4376439;-0.5372439;0.1289352;-0.5211080;-1.1552333;2.4726949;8
50.6120;-1.2392038;-0.2397030;0.0345976;2.1024417;-0.7197225;2.4660368;8
50.6630;-0.9663905;-0.0809159;-0.1180268;1.1812996;-0.6032616;2.1691076;8
50.7120;-0.7783420;-0.2659108;-0.0124004;0.9111665;-0.6320316;1.6668282;8
50.7630;-0.5155299;-0.2830004;-0.1761380;1.3168819;-0.3524220;1.0126567;8
50.8130;-0.4044568;-0.1366069;-0.0911392;0.1534195;-0.1864266;-0.0681060;8
50.8620;-0.9230328;0.6496885;0.1855060;-1.0706241;-0.2346605;-0.9221066;8
50.9130;-1.4614255;1.2173805;0.2125318;2.1006861;-0.2397390;-0.0084173;8
50.9620;-1.1406437;0.4009494;-0.3214587;-1.2200694;-0.3262675;-0.1795064;8
51.0130;-0.9604538;-0.3367390;0.2450807;0.9035027;-0.3274570;-0.3372517;8
51.0630;-0.9032708;-0.5174920;0.2050489;-0.2241968;0.1816404;-1.6593703;8
51.1120;-0.9068117;-0.1005706;0.1864227;-0.1382872;0.3801551;-1.7477017;8
51.1630;-0.9628012;-0.0489445;0.0015629;-0.4708234;0.3237750;-1.8381510;8
51.2120;-1.0070791;-0.0428740;0.0545397;-1.5522798;0.1671579;-2.0024105;8
51.2630;-0.9331287;-0.1263312;0.1926856;-1.5088077;0.3836048;-1.2820594;8
51.3130;-0.9641602;-0.2015382;0.2538656;-1.0723910;0.6359273;-1.1718586;8
51.3620;-0.9758370;-0.1010313;0.1477179;-0.6519063;0.5570149;-1.3103747;8
51.4130;-1.0854009;0.1479758;0.0499679;-0.2298743;0.3538758;-0.9550369;8
51.4620;-1.1452911;0.2051453;0.2155239;-1.1202633;0.3085138;-0.1603336;8
51.5130;-1.3428883;0.2446009;0.5109928;-0.3713344;0.2096109;0.5568112;8
51.5630;-1.4292556;0.3374712;-0.0728417;0.4901045;0.0134268;2.4519932;8
51.6120;-1.4893758;-0.4888571;0.0533529;-0.3151004;-1.2071676;2.5693240;8
51.6630;-1.4525659;-0.3206847;-0.0152239;1.8766800;-0.9550296;2.6400875;8
51.7120;-0.9668852;-0.1275463;-0.2053198;1.7080180;-0.5347659;2.5221372;8
51.7630;-0.8131675;-0.2554737;-0.0642217;0.2909037;-0.5364478;2.0009967;8
51.8130;-0.5382730;-0.4080516;-0.1201323;0.9388597;-0.2910795;1.2609194;8
51.8620;-0.2903808;-0.3289061;-0.2161164;0.6747299;0.0968313;0.1212326;8
51.9130;-0.9114759;0.4829490;0.2436383;-0.6692375;-0.0284183;-0.9844041;8
51.9620;-1.5870207;1.3841374;0.2478545;1.7012429;-0.1813302;-0.2245782;8
52.0130;-1.0506599;0.1649874;-0.1905641;-0.7119727;-0.3180042;0.0666346;8
52.0630;-0.9962069;-0.0561797;0.3584663;0.8085520;-0.5232052;-0.3285485;8
52.1120;-0.8519406;-0.5312952;-0.0571749;-0.1397422;0.2056213;-1.4431000;8
52.1630;-0.9171184;-0.1806117;0.2218493;-0.2389018;0.3270189;-1.6130893;8
52.2120;-0.9596788;-0.0859093;0.0413778;-0.6090156;0.2661230;-1.8196490;8
52.2630;-0.9863369;-0.0375612;0.0030052;-1.1093236;0.3077992;-2.1838477;8
52.3130;-0.9720469;-0.1186800;0.2413011;-1.2587908;0.3988426;-1.8915708;8
52.3620;-0.9879892;-0.1387442;0.2542062;-1.3295029;0.5840382;-1.1850922;8
52.4130;-1.0444016;-0.0415184;0.0694916;-0.9200829;0.4488593;-1.1930534;8
52.4620;-1.1461987;0.1641365;0.1083344;-0.9127841;0.3207868;-0.7922379;8
52.5130;-1.1873137;0.2640982;0.4409839;-0.8056279;0.2592113;0.0114635;8
52.5630;-1.4461284;0.3648817;0.3811886;0.1615352;0.1041496;1.1283096;8
52.6120;-1.3515255;0.1944635;-0.2482976;-0.2811033;-0.0449119;3.0349853;8
52.6630;-1.4905910;-0.5903611;0.1962357;0.1160247;-1.4234956;2.2770083;8
52.7120;-1.2514694;-0.2703321;-0.0028235;2.5498207;-0.8475156;2.5815185;8
52.7630;-0.9262740;-0.1061329;-0.2089718;1.4420877;-0.5921813;2.2428066;8
52.8130;-0.7690885;-0.2821811;-0.0525135;0.6239784;-0.5535714;1.6659183;8
52.8620;-0.5024143;-0.3857432;-0.2145485;1.0407164;-0.2232684;0.8441086;8
52.9130;-0.3551350;-0.2557154;-0.1795532;0.3755510;0.1304751;-0.4796466;8
52.9620;-1.1843031;1.1123165;0.2683072;-1.0014053;0.1252291;-0.8990325;8
53.0130;-1.3328634;0.9471766;0.1374120;1.2880564;-0.3756133;0.0526299;8
53.0630;-1.1637144;-0.1783287;0.0833901;-0.9498118;-0.4246095;-0.2459658;8
53.1120;-0.8080959;-0.0779734;0.1453462;1.9121300;-0.4498199;-0.3434889;8
53.1630;-0.9645097;-0.4695444;-0.0967233;-1.0536171;0.2904213;-1.6147850;8
53.2120;-0.9370221;-0.2263640;0.4172296;-0.6266363;0.3392778;-1.9287915;8
53.2630;-0.9841928;-0.1618338;0.0455975;-0.9733549;0.3739347;-2.0922569;8
53.3130;-1.0194342;-0.0619794;-0.0400257;-1.3914753;0.4562116;-2.1829734;8
53.3620;-0.9396695;-0.1344838;0.2438559;-1.5741633;0.5827124;-1.2564398;8
53.4130;-1.0204322;-0.0689973;0.3068774;-0.5674969;0.4592788;-1.1796096;8
53.4620;-1.0413353;0.1376688;0.0420019;-0.8770305;0.3133966;-1.2166831;8
53.5130;-1.1250532;0.3423508;0.1824911;-0.8294494;0.1402580;-0.3576088;8
53.5630;-1.2143408;0.1364828;0.4741152;-0.7842577;0.2096312;0.4552656;8
53.6120;-1.4736567;0.2580892;0.1342267;0.8890385;0.0425884;1.8447513;8
53.6630;-1.3717263;-0.1775128;-0.2468475;-0.3426216;-0.5636996;3.0548806;8
53.7120;-1.4975740;-0.4476603;0.0063384;0.5311907;-1.0723965;2.5845493;8
53.7630;-1.0912427;-0.1616866;0.0156791;2.0102608;-0.5766535;2.6748960;8
53.8130;-0.8603226;-0.1728265;-0.0694298;0.6250977;-0.4761821;2.0061176;8
53.8620;-0.6703822;-0.3677034;-0.0330863;0.8929690;-0.4859988;1.2708549;8
53.9130;-0.3031155;-0.3720673;-0.3168194;1.2319023;-0.1696455;0.2028304;8
53.9620;-0.6649520;0.0586394;0.0672434;0.1536149;0.0539973;-1.1896933;8
54.0130;-1.6691600;1.6292319;0.2603200;0.3682910;0.0302636;-0.4840472;8
54.0630;-0.8246047;0.2888038;-0.0858394;-0.5591034;-0.4025806;-0.0758605;8
54.1120;-1.2550575;-0.2057823;0.4172033;0.2077261;-0.4922316;-0.3688478;8
54.1630;-0.7165790;-0.5216750;-0.1654713;0.7552373;0.0387806;-1.2078382;8
54.2120;-1.0245494;-0.1513794;0.1545667;-0.5669143;0.3121067;-1.5472360;8
54.2630;-0.9541926;-0.1598471;0.1757862;-0.6941274;0.2650444;-1.8399658;8
54.3130;-1.0291808;-0.1543167;0.0298394;-1.3674379;0.3493349;-2.1866255;8
54.3620;-0.9777896;-0.1384005;0.0904200;-1.2550679;0.5004801;-1.5393672;8
54.4130;-1.0335114;-0.1485662;0.1811173;-1.1574532;0.4767724;-1.2692574;8
54.4620;-1.0507499;0.1876127;0.1223846;-1.1787732;0.3356828;-1.2054547;8
54.5130;-1.1034191;0.2581326;0.1971204;-1.1770602;0.2513255;-0.6389237;8
54.5630;-1.0997488;0.0808379;0.4918374;-0.6511294;0.3864542;0.1352037;8
54.6120;-1.4193952;0.2787967;0.3577667;0.7181393;0.0280810;1.1616816;8
54.6630;-1.3964000;0.0911521;-0.2421242;0.2017778;-0.2998024;2.8676927;8
54.7120;-1.5472491;-0.4699501;-0.1145206;0.1716078;-1.2986192;2.7377733;8
54.7630;-1.2574839;-0.2027426;-0.0171567;1.7380994;-0.7629461;2.8225177;8
54.8130;-0.8798403;-0.1789517;-0.1271407;0.6582835;-0.4560883;2.2455855;8
54.8620;-0.6778751;-0.3360225;-0.0195909;0.3626760;-0.4757760;1.5411668;8
54.9130;-0.2920116;-0.4273730;-0.2124976;1.3449865;-0.1807336;0.4460881;8
54.9620;-0.5640855;-0.1738217;0.0693673;0.8506976;0.0077723;-1.0608072;8
55.0130;-1.6365950;1.6083495;0.3134398;-0.7253125;0.1027139;-0.4240517;8
55.0630;-0.8882606;0.4918492;-0.0467010;0.8698356;-0.4839246;0.0036235;8
55.1120;-1.3811442;-0.1639161;0.3081712;-0.3664178;-0.3780478;-0.5527187;8
55.1630;-0.4642844;-0.3102165;-0.2896858;1.2450553;-0.2716312;-0.7640829;8
55.2120;-1.1895542;-0.2864463;0.3243427;-0.9149923;0.2760250;-1.8900910;8
55.2630;-0.8536760;-0.2417905;0.2547864;-0.5014310;0.3867009;-1.9566527;8
55.3130;-1.0953814;-0.1106814;-0.0194652;-1.0593472;0.4136359;-2.0110640;8
55.3620;-0.9991081;-0.0173901;0.0564833;-1.1428793;0.3433287;-1.5649431;8
55.4130;-0.9831465;-0.2456730;0.1412161;-1.5324239;0.4663493;-1.3043478;8
55.4620;-1.0194187;0.0696018;0.1957149;-0.9889122;0.4435099;-1.2006650;8
55.5130;-1.0885207;0.3056471;0.1201896;-1.1098499;0.2542037;-0.9476817;8
55.5630;-1.0931069;0.2273813;0.3466714;-1.2125118;0.2695932;0.1385149;8
55.6120;-1.2781229;0.1934546;0.5353751;0.1201756;0.1062298;1.1275113;8
55.6630;-1.4237662;0.2468740;-0.2189240;0.4335906;-0.1820575;2.6738829;8
55.7120;-1.5169895;-0.4889671;-0.1087032;-0.3026758;-1.3360016;2.7024123;8
55.7630;-1.3335819;-0.1888699;-0.0199011;1.5543505;-0.9031698;2.7507142;8
55.8130;-0.9166913;-0.1888608;-0.0799409;1.0918048;-0.5247706;2.2400044;8
55.8620;-0.7693855;-0.3128079;0.0533413;0.5661009;-0.6153655;1.6133428;8
55.9130;-0.3685870;-0.4632159;-0.1743037;1.8881495;-0.3839199;0.6011706;8
55.9620;-0.4732271;-0.2617776;-0.1146627;1.2453401;-0.0193835;-0.8834132;8
56.0130;-1.4670798;1.4943455;0.2447984;-0.7962410;0.0698534;-0.3130604;8
56.0630;-1.0265105;0.6754131;-0.1078424;1.2973111;-0.4402874;-0.0767265;8
56.1120;-1.1389984;-0.4484512;0.0369315;-1.4348807;-0.4680403;-0.8906838;8
56.1630;-0.8754974;0.0581426;0.2873527;2.0469654;-0.1667241;-0.5059534;8
56.2120;-0.9354870;-0.2965602;0.0554168;-0.9146941;0.2065856;-1.5639948;8
56.2630;-0.8831603;-0.1550921;0.3017641;-0.4545781;0.2581612;-1.9004674;8
56.3130;-0.9311766;-0.1248339;-0.0012452;-0.6878448;0.3023790;-1.9793279;8
56.3620;-1.0056690;-0.1199245;-0.0407871;-1.3546007;0.3476073;-2.0938407;8
56.4130;-0.9880859;-0.2022578;0.1986941;-1.7293172;0.5515105;-1.1833253;8
56.4620;-1.0649069;-0.0984941;0.2840973;-0.8256741;0.4236446;-1.3011075;8
56.5130;-1.1280453;0.2062080;0.0844564;-0.8514893;0.3245116;-1.1121484;8
56.5630;-1.1564039;0.1858698;0.2302223;-1.1092881;0.3112905;-0.2989859;8
56.6120;-1.0983984;0.1734003;0.3170241;-0.8232370;0.2764157;0.3619215;8
56.6630;-1.4608699;0.4295437;0.2105319;0.0199435;0.1631431;1.6843426;8
56.7120;-1.4438192;-0.3117130;0.0633090;-0.1039503;-0.7812951;2.8798270;8
56.7630;-1.5312041;-0.3133974;-0.1631965;1.1758838;-1.2761071;2.7609053;8
56.8130;-1.1265507;-0.1926648;-0.0306576;1.7992619;-0.7602237;2.7908344;8
56.8620;-0.8701119;-0.2692925;-0.0893731;0.6986889;-0.5793150;2.1886775;8
56.9130;-0.6069580;-0.4640618;-0.0296897;0.9726603;-0.5029050;1.4376972;8
56.9620;-0.2322962;-0.4666490;-0.2042670;1.6155324;-0.0341502;0.1961251;8
57.0130;-0.7996255;0.2267010;0.0951013;0.1472192;-0.1950349;-1.3682288;8
57.0630;-1.7039870;1.5506233;0.1230963;0.6665218;-0.1937065;-0.2408972;8
57.1120;-0.6109858;0.1124541;-0.1398081;-0.3556916;-0.3623672;0.1489550;8
57.1630;-1.4800323;0.0107206;0.3535307;-0.1983007;-0.4866111;-0.5907066;8
57.2120;-0.6258974;-0.5311764;0.0118933;0.5251213;0.1444828;-1.2100522;8
57.2630;-1.0243288;-0.1335809;0.2512829;-0.4044148;0.3713119;-1.4465626;8
57.3130;-0.9441262;-0.1189896;0.0584787;-0.4255814;0.2909157;-1.7475123;8
57.3620;-0.9524328;-0.1451741;0.0663300;-1.0675663;0.3234449;-2.1238755;8
57.4130;-0.9775654;-0.1380775;0.1013361;-1.2888075;0.4719290;-1.8010304;8
57.4620;-1.0336906;-0.1547268;0.1923690;-1.3259566;0.6341578;-1.3230227;8
57.5130;-1.0901101;0.1828503;0.1737009;-0.7494945;0.3654737;-1.2282567;8
57.5630;-1.1194963;0.3194457;0.1522306;-1.1826331;0.1561037;-0.6305858;8
57.6120;-1.1451803;0.1935092;0.4664638;-0.8421626;0.2650374;0.3690977;8
57.6630;-1.4596957;0.2338493;0.4000529;0.7770073;0.0717387;1.5134918;8
57.7120;-1.4257131;0.0563113;-0.3176529;0.2239788;-0.3308696;3.0772251;8
57.7630;-1.4919225;-0.4595048;-0.0418990;0.0662786;-1.2401198;2.6426705;8
57.8130;-1.1228732;-0.1529726;0.0046507;1.8648060;-0.6661005;2.6870755;8
57.8620;-0.8245811;-0.1051023;-0.2041528;0.5162046;-0.3334458;2.1252830;8
57.9130;-0.6522738;-0.2725068;-0.0020107;0.2635579;-0.3998742;1.4492512;8
57.9620;-0.3693090;-0.3802712;-0.1687339;1.1233778;-0.2244997;0.4633609;8
58.0130;-0.5533155;-0.1991409;0.0809394;1.1550920;-0.1600219;-1.0417553;8
58.0630;-1.6127218;1.5613978;0.2327252;-0.7447251;0.0178359;-0.7043713;8
58.1120;-1.0255222;0.6827850;-0.2647586;0.7368335;-0.3981386;-0.3319141;8
58.1630;-1.4125651;-0.1254062;0.1926778;-0.5231554;-0.3586280;-0.3790523;8
58.2120;-0.3333431;-0.4356764;-0.0801319;0.2940047;-0.3335160;-1.0766962;8
58.2630;-1.2036517;-0.2915120;0.3429196;-0.6719914;0.3743902;-1.8517752;8
58.3130;-0.8667109;-0.2291604;0.0888479;-0.4324252;0.5332319;-1.9820877;8
58.3620;-1.1021961;-0.0912128;0.0748118;-1.4056229;0.3732874;-2.2373930;8
58.4130;-0.9538279;0.0160737;0.1386031;-1.3839150;0.5351243;-1.4470625;8
58.4620;-0.9288830;-0.2283635;0.2532939;-0.9534117;0.4680025;-1.2191661;8
58.5130;-1.0008807;-0.0340309;0.1437288;-0.7946408;0.4279059;-1.2018984;8
58.5630;-1.1128829;0.2145338;0.0078551;-0.7078118;0.2780987;-0.8934883;8
58.6120;-1.0985147;0.1792845;0.3166410;-1.2867662;0.3027145;-0.1170769;8
58.6630;-1.2310100;0.2455985;0.4098019;-0.0920927;0.1926132;0.5778267;8
58.7120;-1.4668492;0.3003927;0.0475563;0.3685686;0.0943075;2.4126092;8
58.7630;-1.4577162;-0.5065958;-0.0216126;-0.0199881;-1.1897532;2.7393460;8
58.8130;-1.4630304;-0.2808308;-0.0723436;1.6135216;-1.1864095;2.7035149;8
58.8620;-0.9995434;-0.1780660;-0.0769686;1.6764069;-0.5877567;2.5088926;8
58.9130;-0.7982701;-0.2607438;-0.0862123;0.6386685;-0.4966431;1.8700537;8
58.9620;-0.5009479;-0.4586971;-0.1611310;1.2216436;-0.3355396;1.0231015;8
59.0130;-0.2694883;-0.3498182;-0.1160223;1.2103195;-0.0620008;-0.3147444;8
59.0630;-1.1341323;0.8792794;0.1744358;-1.2709157;-0.0738744;-1.1114778;8
59.1120;-1.4746243;1.1302499;0.1166257;1.7624693;-0.2705815;-0.0907242;8
59.1630;-1.2350072;-0.3559166;-0.0157884;-0.6793916;-0.2093970;-0.0014704;8
59.2120;-0.5231881;-0.1503202;0.1702125;0.8798399;-0.3497742;-0.6008380;8
59.2630;-1.0764670;-0.3911291;0.1740799;-0.3003500;0.2050576;-1.5056472;8
59.3130;-0.9207271;-0.1223746;0.0167481;-0.1718749;0.3816383;-1.6154918;8
59.3620;-0.9955741;-0.0409660;0.0801737;-1.1925504;0.2211536;-1.9070419;8
59.4130;-0.9625015;-0.0996389;0.1102251;-1.6755628;0.2681556;-1.9640747;8
59.4620;-0.9814652;-0.1590865;0.2300487;-1.6931853;0.5302360;-1.1455665;8
59.5130;-1.0238929;-0.0348214;0.2289137;-0.6918883;0.4531201;-1.2329632;8
59.5630;-1.0628658;0.2071884;0.1155077;-1.1338686;0.3756171;-1.1858886;8
59.6120;-1.1288429;0.1712280;0.1985747;-0.9796452;0.4572747;-0.3999137;8
59.6630;-1.2574502;0.1553016;0.4231595;-0.5762710;0.3897466;0.1578636;8
59.7120;-1.5322566;0.3875101;0.0915521;0.4665594;0.1302955;1.8299955;8
59.7630;-1.2987301;-0.2095187;-0.1516010;-0.4525499;-0.4957799;2.9908141;8
59.8130;-1.3925585;-0.4161958;-0.0460193;0.6456443;-1.1044637;2.5247354;8
59.8620;-1.0280706;-0.1828004;-0.0502947;1.8550625;-0.6753701;2.5795927;8
59.9130;-0.8356761;-0.1955724;-0.0433190;0.8134700;-0.5969330;1.9823538;8
59.9620;-0.6560684;-0.3233176;-0.0399029;1.3372836;-0.6462327;1.2215381;8
60.0130;-0.3791912;-0.2839568;-0.2765773;1.1604191;-0.4057602;0.0551405;8
60.0630;-0.6748147;0.0473424;-0.0537039;-0.1202710;-0.3020638;-1.1455910;8
60.1120;-1.5370926;1.6206434;0.3289660;0.3770369;-0.0874165;-0.0216104;8
60.1630;-0.7589693;0.5062251;-0.0667620;0.2309121;-0.4375599;-0.1303680;8
60.2120;-1.4972849;-0.2586421;0.1956699;-0.6879590;-0.4926952;-0.6657714;8
60.2630;-0.3729777;-0.5450423;-0.1294669;0.7564700;0.0953361;-0.9360284;8
60.3130;-1.2280990;-0.2403217;0.4723092;-0.8438637;0.3294275;-1.8274109;8
60.3620;-0.8864321;-0.1753908;0.0658321;-0.0803529;0.4686821;-1.9836302;8
60.4130;-1.0601165;-0.0454998;-0.0021304;-0.9484287;0.3366530;-2.0452678;8
60.4620;-0.9658778;0.0111320;0.0384715;-1.6550881;0.3630906;-1.3907974;8
60.5130;-0.9638667;-0.2415141;0.2379716;-1.1541335;0.4543790;-1.0641690;8
60.5630;-0.9590318;-0.0080212;0.1732896;-1.2293993;0.3752508;-1.2434857;8
60.6120;-1.0768515;0.2667947;-0.0433057;-0.8289018;0.2501783;-0.7769107;8
60.6630;-1.1078086;0.0246763;0.3903852;-1.3609006;0.4817724;-0.0181928;8
60.7120;-1.3642664;0.2298981;0.5500515;0.2677542;0.2276079;0.6415722;8
60.7630;-1.4438415;0.2867994;-0.0826495;0.5125595;0.0116799;2.4450736;8
60.8130;-1.4056673;-0.4542396;-0.0997647;-0.1755937;-1.2328691;2.6947906;8
60.8620;-1.3741742;-0.2822937;-0.0197807;1.7181888;-1.0102807;2.7255433;8
60.9130;-0.9729887;-0.2040951;-0.1062914;1.4428146;-0.6232768;2.4155243;8
60.9620;-0.7823962;-0.3183297;-0.0137926;0.7326466;-0.5732208;1.8015706;8
61.0130;-0.4468340;-0.4383258;-0.2295760;1.5375429;-0.3025491;0.8450191;8
61.0630;-0.3457591;-0.2709554;-0.1097945;0.9177349;0.0316602;-0.6218212;8
61.1120;-1.3215861;1.2312311;0.2092212;-1.2728987;-0.0161888;-0.8784354;8
61.1630;-1.2170245;0.8473564;0.0474116;1.5710120;-0.3065895;0.0943916;8
61.2120;-1.2827892;-0.2134395;0.0086198;-0.9942257;-0.2818101;-0.3621968;8
61.2630;-0.3718497;-0.1908118;0.0831790;1.3776882;-0.6021199;-0.4381155;8
61.3130;-1.1550122;-0.2489622;0.1796510;-0.9455351;0.2494540;-1.5167070;8
61.3620;-0.8754244;-0.1217117;0.2343871;-0.6538817;0.4575747;-1.5338787;8
61.4130;-0.9962118;-0.1775092;0.0839133;-0.8807376;0.2864486;-1.7874488;8
