Header;foot_Accel_X;foot_Accel_Y;foot_Accel_Z;foot_Gyro_X;foot_Gyro_Y;foot_Gyro_Z;shank_Accel_X;shank_Accel_Y;shank_Accel_Z;shank_Gyro_X;shank_Gyro_Y;shank_Gyro_Z;thigh_Accel_X;thigh_Accel_Y;thigh_Accel_Z;thigh_Gyro_X;thigh_Gyro_Y;thigh_Gyro_Z;trunk_Accel_X;trunk_Accel_Y;trunk_Accel_Z;trunk_Gyro_X;trunk_Gyro_Y;trunk_Gyro_Z;Label;
7.9;-0.521975233;0.304761506;0.742874961;-0.021071495;0.00102168;0.025918273;-0.999397605;-0.055689912;0.062426528;-0.016778079;-0.004369044;-0.011782052;-0.996267218;-0.061233601;-0.092418894;0.052647627;0.070496737;-0.001693865;-0.975924478;-0.029422151;0.262597554;-0.055449482;0.048928189;0.010886564;stand;3
8;-0.523519218;0.304335147;0.741186387;-0.022716702;-0.003558843;0.019822765;-0.992989142;-0.048179379;0.076196293;-0.113701066;-0.020871828;-0.021705699;-0.993912522;-0.041317551;-0.065532249;-0.023639324;0.051567212;0.013148803;-0.965713834;-0.034589426;0.266658355;-0.05089609;0.079718669;-0.014330252;stand;4
8.1;-0.523098047;0.304876371;0.741551424;-0.020234693;-0.000184643;0.019315002;-0.99997806;-0.054761237;0.07269054;-0.005679033;0.017159558;-0.041200171;-0.996911992;-0.04964423;-0.080496839;-0.03359922;0.06198808;0.024657835;-0.976065446;-0.036104638;0.279843994;-0.06253471;0.055580989;0.013229727;stand;4
8.2;-0.521234365;0.305102109;0.741212158;-0.033727495;-0.006434092;0.014562215;-0.993229312;-0.054628153;0.05617552;0.002667595;-0.009940072;-0.042154649;-0.981257723;-0.177261366;-0.014381619;0.011379659;0.089802897;-0.00450017;-0.97751389;-0.018776061;0.246557193;-0.080645204;0.022086908;0.054831571;stand;4
8.3;-0.521813001;0.302289022;0.742285862;-0.038905556;-0.010859016;0.008556413;-0.995188429;-0.068146691;0.075016892;0.031354266;-0.023655781;-0.054004666;-0.961053906;-0.252736781;-0.011119701;0.028878839;0.096612686;-0.010530241;-0.960177311;-0.032483142;0.272337823;-0.056069673;0.098364371;0.027091527;stand;4
8.4;-0.52179357;0.299552144;0.743384425;-0.032463784;-0.00745881;0.006511747;-1.001238091;-0.071357239;0.074743975;0.053629126;-0.007226492;-0.068490963;-0.959353687;-0.258801945;-0.011553934;-0.005285806;0.092690843;-0.004634957;-0.972370161;-0.03823559;0.264475555;-0.095614699;-0.009454307;0.010907051;stand;4
8.5;-0.522632772;0.297240214;0.743693011;-0.02687598;-0.00583939;0.00943347;-0.989210196;-0.07466956;0.079776701;-0.014419185;-0.005872405;-0.049226056;-0.962378958;-0.256861636;-0.024803962;-0.028958421;0.085860462;-0.00478587;-0.985280842;-0.038257185;0.236318957;-0.006055078;0.006989269;-0.02304674;stand;4
8.6;-0.522437367;0.297592645;0.743156721;-0.031407186;-0.007008879;0.005375841;-0.988848112;-0.082184012;0.07407515;-0.030492515;-0.00515496;-0.066945751;-0.961538609;-0.25456829;-0.01555945;-0.048844759;0.084875447;0.012303428;-0.977427229;-0.032360227;0.272445948;0.013684164;-0.141754241;-0.023370126;stand;4
8.7;-0.522076228;0.295322107;0.745083433;-0.035898475;-0.008696209;0.002193114;-1.000807185;-0.089425152;0.071491642;0.022126701;0.000457912;-0.07519927;-0.962379341;-0.253061345;-0.025648393;-0.028153638;0.102074181;0.009951653;-0.973343716;-0.032853855;0.27547477;-0.043690534;-0.055967888;-0.000430827;stand;4
8.8;-0.521833082;0.293986755;0.745217478;-0.041190516;-0.008038752;-0.004781549;-0.994852964;-0.099757009;0.069685718;-0.073397181;-0.033777567;-0.078833663;-0.966876562;-0.245718707;-0.033897138;-0.05658511;0.097944023;0.008677164;-0.969618716;-0.043444087;0.283144229;-0.070287888;-0.034271341;-0.008134815;stand;4
8.9;-0.52301063;0.287072896;0.746062645;-0.045852029;-0.009822534;-0.009580526;-0.986068487;-0.106003562;0.083807926;-0.066804713;-0.035308997;-0.079252748;-0.956123583;-0.259258167;-0.049706605;-0.065213277;0.093342923;0.008778213;-0.971810758;-0.05787111;0.28259522;-0.004139411;-0.02884782;-0.020752458;stand;4
9;-0.52285416;0.285071709;0.748022802;-0.027264623;-0.006604782;0.003163139;-0.991276514;-0.11577846;0.078421934;-0.122852546;-0.029609799;-0.082873926;-0.960929706;-0.256523278;-0.057075334;-0.116079031;0.08853181;0.006029846;-0.959266193;-0.050767722;0.281545776;0.050309602;-0.111123482;-0.029618242;stand;4
9.1;-0.523604597;0.283524691;0.747143054;-0.036366548;-0.008053404;-0.004256992;-0.98979723;-0.124230095;0.081945769;-0.128376481;-0.042195746;-0.087399626;-0.960021236;-0.253981457;-0.050867331;-0.097594181;0.09043883;0.017606357;-0.956500352;-0.03708052;0.29832135;0.042018795;-0.028455121;-0.029819505;stand;4
9.2;-0.521696926;0.283091302;0.750098996;-0.029221372;-0.006195813;0.002976997;-0.99106211;-0.128435607;0.081293986;0.00033159;-0.030717605;-0.100535379;-0.964793845;-0.248485711;-0.057102206;-0.08313957;0.11161554;0.046858821;-0.960560774;-0.033078028;0.295614074;-0.026821943;0.057508525;-0.027258066;stand;4
9.3;-0.523767904;0.279564696;0.749749099;-0.058756087;-0.008403318;-0.037963996;-0.986754597;-0.139638055;0.08679766;0.111777639;-0.031446273;-0.120981231;-0.957031804;-0.24923267;-0.061355325;-0.069506755;0.110571259;0.06944762;-0.96439717;-0.037616824;0.289964727;-0.072493051;0.133296405;-0.00095506;stand;4
9.4;-0.525734172;0.26905198;0.750875844;-0.042251403;-0.001090884;-0.019304631;-0.985928465;-0.150780523;0.06806317;0.109723142;-0.063678505;-0.156739532;-0.968633299;-0.221141515;-0.066440783;0.016418876;0.181010123;0.053081893;-0.972180449;-0.044431099;0.267000844;-0.13116772;0.031576685;0.073979883;stand;4
9.5;-0.523425828;0.271735774;0.755298446;-0.035963565;0.015613063;-0.009770579;-1.004604913;-0.173565971;0.023120382;0.483991834;-0.199600013;-0.220056205;-1.002028438;-0.151997584;-0.050394116;0.006919261;0.121657914;0.263423399;-0.969993377;-0.034773406;0.275416691;-0.195329227;0.02792687;0.099310774;stand;4
9.6;-0.534905746;0.281090912;0.772797865;-0.068076105;0.249033434;-0.088426221;-1.056554928;-0.155421228;-0.000570245;1.008320155;-0.470445596;-0.295551536;-1.055776347;-0.098481371;-0.036620625;0.02419628;0.008078909;5.04E-01;-0.977688841;-0.036675944;0.27791118;-0.196386174;0.004727804;0.10129695;stand;4
9.7;-0.615519431;0.379464856;0.803810067;-0.923205082;1.02892216;-0.895731382;-1.12524226;-0.136125332;0.050023267;1.034435094;-1.119586079;-0.299555565;-1.1299052;0.12487609;0.011521433;0.312802003;-0.458800479;1.331158039;-0.972012904;-0.132435048;0.248865537;0.029900159;0.049747216;-0.090792653;stand-walk;4
9.8;-0.430265674;0.422157889;0.87623892;-0.625951961;0.47880763;-0.287911912;-0.844578808;-0.154092014;0.330441254;0.328569595;-0.66853586;0.026588782;-1.064114119;-0.060752988;-0.09960606;0.266577901;-0.460050404;1.36082127;-0.958459905;-0.088329733;0.34209996;0.08318059;0.069728213;-0.138958557;stand-walk;4
9.9;-0.094944776;0.231678958;0.955744268;0.12461006;-0.814338876;0.788017071;-0.70926937;-0.237459245;0.288150742;0.070888589;1.272247778;0.161181454;-0.923930369;-0.050936799;-0.062891253;0.276485848;-0.454989389;0.774371354;-0.938257523;-0.092952373;0.317613979;-0.012241916;-0.055638031;0.032178545;stand-walk;4
10;-0.488764073;0.160192841;0.904592506;0.588339784;-1.671137542;0.657232939;-0.887749851;-0.189140636;0.1922503;-0.286076173;2.484643345;0.167515349;-0.870153294;0.097266058;-0.040318171;1.071127397;0.104484816;0.335067381;-0.937328632;-0.080295316;0.315471023;-0.090461608;-0.040520886;0.041833083;stand-walk;5
10.1;-0.858291483;0.1743058;0.638601064;0.580904022;-1.028700701;1.063713103;-1.04484784;-0.151019211;0.032942401;-0.672490875;1.910119392;0.259705309;-0.953556407;0.268150921;-0.080103516;-0.297802199;-0.00236102;-0.022949213;-0.932572977;-0.085993533;0.364849609;-0.147777986;-0.034649755;0.188909057;stand-walk;5
10.2;-0.758606201;0.035814165;0.592843665;0.151855631;0.107491761;0.767156506;-1.007654112;-0.161410195;-0.13395821;-0.05306717;0.359965545;0.202919473;-0.955137665;0.271743435;0.144710823;0.061895113;-0.026231705;-0.373866348;-0.937325504;-0.119852617;0.365557995;-0.195456754;0.068618217;0.189424707;stand-walk;5
10.3;-0.497782123;0.2060709;0.77419631;-0.124006069;1.36013305;0.014851001;-1.077400847;-0.177668626;-0.230871786;0.586039677;-0.479703292;0.173085652;-1.113512033;0.283962625;-0.049364077;0.35052337;-0.057348211;-0.27053791;-1.048918226;-0.115962993;0.350254145;-0.308189453;-0.025461297;0.182367842;stand-walk;5
10.4;-0.678683689;0.408420352;0.802862731;-0.382690604;0.449666984;-0.872982133;-1.001254315;-0.058418022;-0.08007573;0.382903078;-0.716622446;0.320464062;-1.01445143;0.068952955;0.121359575;-0.027086472;-0.276128638;-0.751838503;-1.018787852;-0.063426463;0.36546618;-0.078975193;-0.244246333;0.071810498;stand-walk;5
10.5;-0.539493394;0.209717645;0.776694396;-0.013068426;0.003525921;0.024648204;-0.977990042;-0.058527085;0.024535244;0.082423325;-0.702532593;0.379302315;-0.97175589;0.013602582;-0.027132051;0.578155207;-0.051616031;-0.5655291;-0.936787667;-0.023002283;0.258857681;-0.226614895;-0.153582984;0.052313507;stand-walk;5
10.6;-0.53341074;0.284491977;0.751809871;0.204884063;0.020166127;0.092450155;-0.987822246;0.010834;0.062845585;-0.316614694;-0.625637678;0.347763337;-0.981616496;-0.086913669;0.131212999;-0.147631808;-0.208889432;-0.596874059;-0.921948383;-0.017311111;0.247446369;-0.150519682;-0.049454547;-0.034971918;stand-walk;5
10.7;-0.52197281;0.28375014;0.749804199;0.009398832;-0.045345278;-0.022347151;-0.989485238;0.051105842;0.173726285;-0.36932066;-0.398333127;0.263031055;-0.967202376;-0.208675324;0.138636947;0.432734677;0.075181701;-0.629152055;-0.985145041;0.074465153;0.252937097;-0.169786424;0.064904485;0.126844188;stand-walk;5
10.8;-0.51451443;0.292321411;0.747067045;0.064515725;0.034886033;0.05739057;-0.998728127;0.063816133;0.089784987;-0.600737533;-0.251486932;0.170093867;-0.982849456;-0.125073008;0.127132693;-0.420088786;0.013383843;-0.680447873;-0.922520154;0.010262794;0.295163918;0.121318069;0.074923934;0.076741509;stand-walk;5
10.9;-0.529074083;0.315477222;0.740719587;0.005338765;-0.012399088;-0.012086509;-0.992038068;0.06571165;0.090611008;-0.272424014;-0.354821343;0.060047376;-0.966714015;-0.180035426;0.216592264;-0.352771296;-0.016716945;-0.418103247;-0.948718377;0.044345445;0.31029568;0.184776651;0.172902922;0.007292006;stand-walk;5
11;-0.522624866;0.285804328;0.748818265;-0.026584396;-0.030923794;-0.016825035;-0.986234375;0.044794249;0.162502491;-0.071228403;-0.407988041;-0.003135734;-0.95344873;-0.209775382;0.075251918;-0.310589949;0.098661454;-0.483167472;-0.905926443;0.053895991;0.309617861;0.216700853;0.214462565;-0.046322686;stand-walk;5
11.1;-0.52160633;0.297646352;0.746138546;0.079085884;0.036748902;0.052815843;-0.991699734;0.065480463;0.185258293;-0.192474685;-0.492280479;-0.068737725;-0.935078501;-0.26476173;0.142777473;-0.734516085;0.089765219;-0.629606717;-0.977633157;0.069272792;0.32785388;0.093948222;0.206586189;-0.113839422;stand-walk;5
11.2;-0.517961068;0.326023689;0.749483637;0.023843249;0.10588352;-0.034301311;-1.032669578;0.07318949;0.200057101;0.152146019;-0.587899365;-0.214945815;-0.947745124;-0.309538332;0.184491863;-0.359565029;0.169531511;-0.510666782;-1.035370954;0.050820548;0.341354389;0.086925911;0.068757134;-0.104685861;stand-walk;5
11.3;-0.547973015;0.297679037;0.770883658;0.090309243;0.937001519;-0.252556438;-1.070090467;0.004151781;0.207012676;0.437614931;-0.867517202;-0.386912949;-1.044856669;-0.294769263;0.07104059;-0.462730531;0.138816827;0.041352286;-1.023256194;0.040568332;0.234689767;0.02259347;-0.171917434;0.125131042;stand-walk;5
11.4;-0.660693794;0.311294795;0.6610508;-0.041909718;2.172355993;-0.411853705;-1.017606878;-0.030918422;0.21887368;0.404293619;-1.291293815;-0.469113621;-0.988620017;-0.146366306;0.034216682;-0.453365152;0.119236823;0.621150602;-0.950364287;0.032316815;0.273064828;-0.059944012;-0.135560798;0.126603387;stand-walk;5
11.5;-0.935162633;0.326011007;0.561560385;-0.428827974;3.55903487;-1.169424306;-1.124163169;-0.070658028;0.255227084;-0.16745956;-1.851969807;-0.371891048;-1.08261409;-0.008601543;0.020674177;-0.249028992;-0.052579003;1.167371868;-0.95518515;-0.036500305;0.215255081;-0.016643558;-0.066449097;0.121954208;stand-walk;5
11.6;-1.059931319;0.548999985;0.787356322;-0.002309454;2.167544327;-1.736221756;-0.826284966;-0.009928083;0.611891555;-0.146152021;-1.458616616;-0.13220357;-1.234720718;-0.224893051;0.081506307;-0.147562033;-0.728723853;1.886266679;-0.991123117;-0.064807766;0.193400267;-0.037340268;0.148159263;0.016153189;walk;5
11.7;-0.204789824;0.406176476;0.79671208;0.430804547;-2.592111287;0.097146359;-0.320050771;-0.089139207;0.603458234;0.078211655;1.570684686;0.153273334;-1.067825837;-0.238263156;-0.011869453;0.88251298;-0.653176411;1.830456018;-0.980244387;-0.047922771;0.251753888;-0.189101307;0.089176632;-0.001581645;walk;5
11.8;-0.69330977;0.272059895;0.774029065;1.119061242;-4.354197324;1.678771016;-0.482971796;-0.137463246;0.519933048;0.192677266;4.488850893;0.028227915;-0.709754865;-0.287009984;-0.118197231;0.795034813;-0.253793059;0.438617532;-0.949982423;-0.034227208;0.287067154;-0.216698943;0.046158646;0.029471332;walk;5
11.9;-1.795662026;0.042049891;0.555034577;0.688808604;-2.750335124;2.674441289;-1.203172051;-0.120466758;0.317941523;-0.31176623;3.807298801;0.117263335;-0.885913544;0.118126522;-0.07114963;0.605056477;0.237907272;-0.589145557;-0.92004466;-0.069334023;0.322048541;-0.181933728;-0.046106478;0.186426303;walk;5
12;-1.267169515;-0.240470034;0.190543427;-0.040984445;0.521799002;0.581208183;-1.215821724;-0.108358484;-0.011845483;0.146356329;0.004546959;0.120710585;-1.155073396;0.488084561;0.259808161;-0.043892213;-0.078691286;-0.072256632;-0.975744459;-0.099290272;0.346800439;-0.204682539;-0.140455486;0.100257205;walk;6
12.1;-0.702128077;0.458198237;0.739976757;0.10525165;0.720320009;-0.334160349;-1.015459057;-0.047759346;0.041549862;0.142527463;-0.773708428;0.265576694;-0.991464324;-0.073191317;-0.036710024;0.030387314;-0.0336325;-0.67262167;-1.10605806;-0.084520641;0.330709908;0.070099748;-0.108873948;-0.217651043;walk;6
12.2;-0.539076177;0.390298572;0.711708614;0.085351141;0.123112356;0.044851835;-0.98578091;0.006294688;-0.005499204;-0.281266284;-0.579577087;0.321318142;-1.006750231;-0.001372019;0.088279163;0.008219533;0.017234697;-0.824827022;-0.941592498;-0.019833626;0.27469689;0.06416052;-0.085867715;-0.203314474;walk;6
12.3;-0.543127732;0.390226219;0.698080911;-0.156744189;0.026419769;-0.094919488;-0.991753689;0.045143305;0.039217234;-0.214874415;-0.631128988;0.266294466;-0.974237988;-0.079652005;0.195086467;0.058579897;-0.057904224;-0.791387543;-0.925359026;0.058724625;0.167902592;0.070270983;0.000661144;-0.104500609;walk;6
12.4;-0.546189137;0.353785758;0.710494776;0.088520053;0.092379069;0.111672751;-0.989765085;0.071527354;0.206799165;-0.212919577;-0.416564532;0.173673678;-0.965167048;-0.227236729;0.137292793;0.057492408;0.106722256;-0.48159371;-1.005351899;0.05767663;0.261422476;-0.126410161;0.01066254;0.127761287;walk;6
12.5;-0.540540981;0.410864801;0.675216737;0.326794591;0.128616744;0.207303685;-0.985290245;0.084261074;0.141803419;-0.612133084;-0.227308409;0.098996412;-0.961165648;-0.209117462;0.12826953;-0.243928644;0.139180211;-0.707522809;-0.921059672;0.015075437;0.300455025;-0.060542608;0.176698657;0.113895179;walk;6
12.6;-0.529234498;0.453022653;0.649452597;0.070021028;0.101567497;0.063027213;-1.001735921;0.081596859;0.060043683;-0.434148692;-0.304259504;0.017637078;-0.960688533;-0.170794673;0.177628147;-0.408729797;0.187550521;-0.659146064;-0.939147774;0.033371751;0.279526233;0.071927268;0.124539858;0.041740579;walk;6
12.7;-0.540388983;0.438654373;0.655917704;-0.277791181;-0.013362169;-0.18268613;-1.001183549;0.07481284;0.088764575;0.060310922;-0.553490676;-0.031891282;-0.966833785;-0.207867931;0.148998536;-0.478152946;0.191956098;-0.556121479;-0.940255822;0.046954928;0.298544531;0.150204599;0.068301077;-0.055909755;walk;6
12.8;-0.559836801;0.376839439;0.68753935;-0.242897509;0.012040787;-0.203529024;-0.988660939;0.069170958;0.230442905;0.110406034;-0.748638219;-0.109351186;-0.935913211;-0.31079337;0.101884187;-0.285362531;0.083493955;-0.374927357;-0.967238096;0.041767276;0.312111847;0.13943332;0.090924715;-0.118149058;walk;6
12.9;-0.582162436;0.379428915;0.705982123;0.064925112;0.601972099;-0.226658109;-1.067649776;0.074523898;0.254321802;0.20982777;-0.818681034;-0.245462019;-1.004686679;-0.351363934;0.119352777;-0.541417573;0.02317553;-0.145853773;-1.059906192;0.012499024;0.342608049;0.264090213;0.026212128;-0.138441445;walk;6
13;-0.656420226;0.357146547;0.658732145;-0.046249744;1.906759985;-0.536196216;-1.062901514;0.011649462;0.202658493;0.465961885;-1.20785663;-0.425182084;-1.029974641;-0.155610623;0.103520461;-0.412937034;0.06027913;0.374842313;-1.018270738;0.07036062;0.303890545;0.155470812;-0.080454268;0.038678321;walk;6
13.1;-0.7932624;0.348432242;0.50323428;-0.44262412;3.35480624;-0.947530176;-1.031016981;-0.060480766;0.262805683;0.012949321;-1.64092587;-0.420644286;-1.010358491;-0.087173423;0.016451018;-0.186363988;0.12300802;0.760041773;-0.932342109;0.000931269;0.23663424;0.109464776;-0.134161914;0.078603733;walk;6
13.2;-1.199317458;0.479742158;0.391038419;-0.093737224;3.939885973;-1.553678867;-0.994637962;0.030495592;0.479238814;-0.183426512;-1.743145743;-0.307376371;-1.14909686;-0.114512414;0.100510485;-0.399779986;-0.363212406;1.442214261;-0.972187272;-0.054260444;0.176652847;-0.093953435;-0.07273355;0.049038212;walk;6
13.3;-0.756423462;0.412893434;0.774979116;0.659156787;-1.441089816;-1.127469033;-0.477483507;0.015257254;0.682619758;-0.002692539;-0.021661638;0.040972812;-1.139159394;-0.280913591;0.047435895;0.951287581;-0.597686356;1.825585202;-0.977675651;-0.0472738;0.24922109;-0.198755629;-0.072075181;-0.011735779;walk;6
13.4;-0.469252051;0.34617495;0.546626301;0.981997411;-4.589662138;0.53213874;-0.356824901;-0.028937594;0.582756965;0.187537835;2.973154558;0.197676267;-0.913964606;-0.255639594;0.008711656;0.690125697;-0.64202603;1.115280352;-0.93697051;-0.042495233;0.270375482;-0.316589657;0.065548657;0.074181568;walk;6
13.5;-1.072657222;0.262177673;0.734014151;1.45974712;-3.88036959;2.276039259;-0.848386648;-0.076560739;0.451318954;0.016896508;4.534561072;0.241549385;-0.724127921;-0.183890709;-0.101577598;0.758403706;-0.094136474;-0.091811147;-0.924739059;-0.065224953;0.336048723;-0.168215223;0.109097299;-0.03888234;walk;6
13.6;-1.703376365;-0.205509672;0.422014058;0.358342721;-1.657327677;2.238114396;-1.240136878;-0.112707531;0.181214923;-0.068010988;2.585078986;0.112549814;-1.02053925;0.281355982;0.176112699;0.309456833;0.054791537;-5.03E-01;-0.941068285;-0.059361398;0.294958249;-0.116831748;0.034689572;0.073784719;walk;6
13.7;-0.925332115;0.102302604;0.481572887;-0.259672864;0.952036041;-0.387242396;-1.155280956;-0.018781094;-0.029026075;0.544512087;-0.630560381;0.032748102;-1.190623342;0.26174621;0.150599589;0.353830467;0.083825498;-0.145939907;-1.05117428;-0.070866729;0.396274832;-0.243956039;-0.000236262;0.083508338;walk;6
13.8;-0.683712404;0.289759968;0.762885591;-0.774065457;0.650883297;-0.217107807;-0.981154363;-0.006943573;0.035025908;0.490332685;-0.860598059;0.190386035;-0.890991697;-0.05011552;0.097072485;0.374270421;0.005156715;-0.773672741;-1.002538898;-0.090056405;0.341895439;0.015110116;-0.143729848;-0.070087543;walk;6
13.9;-0.576270708;0.276303334;0.753047133;-0.020821592;-0.072232444;-0.036756704;-0.984200377;0.034616799;0.085045786;-0.347334413;-0.783184934;0.276845765;-0.9913575;-0.024955806;0.068455045;0.098391863;0.009715604;-0.888326624;-0.921055424;-0.015654995;0.231930757;-0.28524553;-0.092950585;-0.00475049;walk;6
14;-0.520602509;0.286759187;0.747205884;-0.160774687;-0.114147341;-0.042813197;-0.98529214;0.076824739;0.145637241;-0.344344065;-0.648397606;0.202070218;-0.951452006;-0.228763655;0.190047599;-0.240451309;0.05102834;-0.950571545;-0.972861389;0.03433161;0.191833144;-0.041758298;0.04303503;-0.044905561;walk;7
14.1;-0.516489418;0.268354332;0.760245591;-0.205896531;-0.128479565;-0.118942487;-0.990447756;0.088780977;0.152524095;-0.096707047;-0.527528206;0.077872162;-0.96453789;-0.189684453;0.183495448;0.068609404;0.191093741;-0.686356781;-0.973355074;-0.008888081;0.248590104;0.146298189;0.05033039;-0.019499556;walk;7
14.2;-0.506628792;0.254090137;0.730484354;-0.094609423;-0.068275093;-0.108827554;-0.970913291;0.075692442;0.189288566;-0.057761358;-0.54436662;0.011667013;-0.932878152;-0.255209435;0.169692996;-0.548918299;0.071694849;-0.674548794;-0.927682489;0.02444057;0.291761447;0.084848215;0.096547869;0.017249425;walk;7
14.3;-0.507138838;0.224383792;0.783844867;-0.060353505;0.01940048;-0.076959081;-0.971670573;0.066399008;0.263177259;-0.219785281;-0.56754315;-0.020673007;-0.940291301;-0.317704296;0.08539722;-0.206208899;0.247201649;-0.637666101;-0.935828072;0.029815379;0.291927996;0.109365157;0.061689831;-0.024672528;walk;7
14.4;-0.519135716;0.237453259;0.784453141;0.08806097;0.337606129;-0.096340461;-1.014997965;0.067201914;0.24168451;-0.366667183;-0.67003776;-0.08428749;-0.958380123;-0.315083907;0.108938605;-0.525886464;0.134559892;-0.543712016;-0.954389272;0.034067567;0.333439793;0.242180074;0.019591258;-0.161853135;walk;7
14.5;-0.561164646;0.238115419;0.766302423;-0.017147798;1.016012496;-0.189233416;-1.074119364;0.067143043;0.264188344;0.206805379;-0.912551276;-0.324217155;-0.964120002;-0.333734212;0.18569927;-0.61174534;0.131929328;-0.296611496;-1.012270899;0.030036188;0.404856116;0.335133459;-0.03730456;-0.200751658;walk;7
14.6;-0.663996038;0.280126195;0.706816335;-0.301975547;2.600483368;-0.595711519;-1.068520488;0.05097376;0.264792223;0.622346071;-1.260675514;-0.51126753;-1.090840336;-0.206751011;0.117141757;-0.358797868;0.160918683;0.262559815;-1.087722501;0.037150447;0.336946328;0.160943897;-0.144389757;0.155406718;walk;7
14.7;-0.975037328;0.124477827;0.41757197;-1.008392488;3.703769429;-1.278652287;-0.939529152;-0.027027536;0.361019669;-0.102926472;-1.516679176;-0.346209586;-0.913412534;-0.24446688;-0.006719992;-0.681250415;0.02513558;0.6635774;-0.88805376;-0.016406636;0.254499564;0.080286962;-0.06644839;0.176401417;walk;7
14.8;-1.273465499;0.308381608;0.585197391;0.148907388;2.825251743;-1.791459106;-1.005029392;-0.01667156;0.450886218;-0.447397372;-1.820459783;-0.023205524;-1.134335936;-0.070569604;0.102551228;0.163050654;-0.316816706;1.742451056;-0.968997367;-0.11015471;0.134951778;0.024146572;-0.055438362;0.094469968;walk;7
14.9;-0.636492437;0.304925742;0.63431456;0.466762488;-1.125908813;-0.557326445;-0.482343753;-0.079691019;0.747653544;-0.051618323;-0.132649984;0.158690746;-1.220262104;-0.3113814;-0.012531448;0.378116795;-0.872889709;2.01975838;-0.997476772;-0.050091917;0.260324637;-0.136301577;0.010231282;0.052128476;walk;7
15;-0.384023599;0.106073058;0.723082463;1.084269701;-3.417256196;1.636771972;-0.276636325;-0.112050155;0.638950416;0.182574529;2.975648787;0.088468987;-0.956874826;-0.27986819;-0.037987649;0.601883449;-0.6467598;1.313578994;-0.921692065;-0.036769771;0.309013695;-0.15783901;0.141829184;0.040022208;walk;7
15.1;-1.095528651;0.132174967;0.83682438;1.944917382;-4.617780265;1.90425147;-0.736147242;-0.095408678;0.4909881;-0.173192296;4.827101233;0.163596966;-0.677172517;-0.214637691;-0.114800636;1.0198899;-0.046541944;0.317389889;-0.913433521;-0.043797286;0.307904936;-0.195904833;0.085495005;0.070218301;walk;7
15.2;-1.676547111;-0.094738529;0.520022851;0.761507;-2.088605235;2.534186305;-1.237574695;-0.073579995;0.22349512;-0.499450455;3.19110397;0.17999825;-0.951582081;0.203132017;0.109112297;-0.319424727;0.108196231;-0.479046166;-0.944590794;-0.054696666;0.337949816;-0.240192375;-0.055631913;0.139419923;walk;7
15.3;-1.235752642;-0.1607682;0.390982686;-0.08487824;1.199076207;0.088064376;-1.22999499;-0.087638392;-0.046348014;0.484173679;-0.331798041;0.074763046;-1.308572982;0.306116255;0.280833658;0.603160548;0.122570741;-0.351009111;-1.063612561;-0.075362679;0.416774864;-0.304093845;0.002343623;0.124506053;walk;7
15.4;-0.641480217;0.396927727;0.730687614;-0.76471313;0.623332982;-0.418086584;-0.96150145;-0.013874174;0.006987896;0.632968762;-1.005993691;0.208389973;-0.839919207;0.010794226;0.011771468;0.506893974;0.005186735;-0.598907584;-0.979054313;-0.06927852;0.3627379;0.111141312;-0.004933948;-0.139825965;walk;7
15.5;-0.58010464;0.268641127;0.756257808;-0.031401442;-0.124437996;-0.101828692;-0.982019117;0.0271131;0.048960062;-0.29744653;-0.852255203;0.333513827;-0.981756193;-0.019039915;0.084246708;-0.214100623;-0.063012024;-0.93590565;-0.934652664;-0.00718217;0.25770947;-0.248029033;-0.135896189;-0.072208256;walk;7
15.6;-0.528081698;0.243647282;0.763012004;-0.30897048;-0.216091202;-0.129565045;-0.97959523;0.055881092;0.165253422;-0.115689413;-0.759451082;0.244814028;-0.951085728;-0.20277846;0.151278012;0.127192693;0.047248546;-0.95445038;-0.950479285;0.03764216;0.18671762;0.004808313;0.01054693;-0.114823061;walk;7
15.7;-0.513107404;0.252296202;0.76718421;0.084781788;0.046845781;0.054506387;-0.98751025;0.092163881;0.1996105;-0.315769362;-0.50046063;0.149804822;-0.956418638;-0.260888471;0.153573729;-0.196020122;0.126823738;-0.779480827;-0.993647533;0.012541557;0.25774048;-0.02822419;0.089034817;0.009952052;walk;7
15.8;-0.520486354;0.283994722;0.751645566;0.104197295;0.068755455;0.011709443;-0.977922459;0.095035899;0.180896788;-0.370204423;-0.443378702;0.059815943;-0.935271658;-0.267182678;0.17471062;-0.535620553;0.169852564;-0.746903425;-0.92712736;0.026837578;0.271182429;0.056292824;0.148086193;0.001270909;walk;7
15.9;-0.523098287;0.280985623;0.756535419;-0.012805154;0.075928488;-0.053530986;-0.994632508;0.076329356;0.200474554;-0.300692259;-0.503815337;-0.018429764;-0.956869901;-0.292855282;0.146341656;-0.206454155;0.25059253;-0.631152851;-0.958157419;0.037455272;0.303371484;0.017989621;0.042303365;0.035689283;walk;7
16;-0.54302075;0.268501448;0.753420414;0.064018247;0.385086287;-0.119961027;-1.001132733;0.061570976;0.248297894;-0.283372603;-0.604426802;-0.108532371;-0.943374925;-0.345914572;0.072458084;-0.470127578;0.131257319;-0.493144751;-0.927927625;0.043448759;0.335268172;0.216344543;0.00522679;-0.112125444;walk;8
