time_ms,left_accel_x,left_accel_y,left_accel_z,left_gyro_x,left_gyro_y,left_gyro_z,right_accel_x,right_accel_y,right_accel_z,right_gyro_x,right_gyro_y,right_gyro_z
14274,0.879,0.179,-0.451,0.90667,-0.07,0.46556,1.662,-0.874,0.503,0.86556,0.21333,0.75778
14374,1.284,-0.231,-0.177,0.60333,0.2,-0.31,0.681,0.317,-0.014,0.81444,-0.24444,1.78
14477,1.506,0.215,-0.152,-0.22444,0.34444,-3.37222,0.505,0.724,0.132,-0.18111,-0.11,0.84667
14574,1.095,0.281,-0.434,-2.22111,0.86444,-2.38222,1.059,0.006,0.028,-1.10333,-0.55111,0.74667
14688,0.491,-0.059,-0.002,-1.52,0.45667,-1.4,0.894,0.248,0.299,-1.57667,-0.07,0.44444
14772,0.421,0.06,0.167,0.12778,0.01556,0.89556,0.879,0.108,0.124,-0.45333,0.17111,0.88
14877,2.155,-1.792,-0.736,0.29,-0.80333,2.33333,1.041,0.035,0.309,-0.85444,0.12111,0.56556
14975,0.609,-0.32,0.261,-0.01667,0.19333,0.11222,1.314,-0.254,0.084,0.01444,-0.22111,-0.16556
15076,1.001,0.625,0.103,0.61,-0.10222,0.87,1.393,0.037,-0.198,0.55778,0.34667,-3.13
15175,0.986,-0.121,-0.192,0.56,0.03,1.35,1.185,0.17,0.403,0.79222,-0.77,-2.39556
15275,0.841,0.106,-0.045,0.87111,-0.10667,1.3,0.61,-0.054,0.119,1.89778,-0.60667,-1.33333
15374,0.961,0.018,-0.284,0.65667,-0.33778,0.96111,0.312,0.161,-0.136,0.70778,0.17222,0.04111
15467,0.916,0.051,-0.24,0.69444,-0.06778,0.57,1.211,-0.532,0.346,-1.24,0.54556,1.81333
15571,1.304,0.129,-0.383,0.36444,0.13444,0.25778,1.164,-0.511,-0.045,-0.14778,-0.05556,0.81333
15676,1.221,-0.098,-0.071,0.15333,0.12,-2.01778,0.694,0.129,-0.038,-0.69556,-0.02667,0.52
15772,1.422,0.201,-0.402,0.13556,0.78889,-2.56,1.016,-0.093,0.546,0.61556,0.03222,0.75
15878,0.848,0.026,-0.177,-2.21,0.44667,-1.84889,0.956,-0.016,0.059,-0.60556,-0.19222,0.46444
15978,0.394,0.039,0.013,-0.76222,0.03444,-0.32111,0.858,0.161,0.284,-0.43667,-0.09778,0.68
16075,0.505,-0.227,-0.112,0.89111,-0.47778,1.74333,0.909,-0.051,0.061,-0.43778,0.06778,1.06889
16175,1.112,-0.418,-0.333,0.07,0.78,-0.28,1.278,0.144,0.464,-0.52,0.07889,-0.01667
16276,1.025,-0.084,-0.423,-1.72111,0.74667,-0.89444,1.211,-0.231,-0.273,-0.04889,0.19667,-2.66111
16374,1.118,0.296,-0.457,0.63222,-0.12778,1.39333,1.404,0.158,0.603,-0.89,-0.94778,-2.55111
16475,0.898,0.057,-0.161,1.04667,0.03,1.55,0.917,-0.03,0.105,2.29667,-0.56111,-1.58222
16574,0.921,0.051,-0.199,1.09,-0.16444,0.98667,0.376,0.169,-0.058,1.01111,-0.19222,-0.40444
