Header;foot_Accel_X;foot_Accel_Y;foot_Accel_Z;foot_Gyro_X;foot_Gyro_Y;foot_Gyro_Z;shank_Accel_X;shank_Accel_Y;shank_Accel_Z;shank_Gyro_X;shank_Gyro_Y;shank_Gyro_Z;thigh_Accel_X;thigh_Accel_Y;thigh_Accel_Z;thigh_Gyro_X;thigh_Gyro_Y;thigh_Gyro_Z;trunk_Accel_X;trunk_Accel_Y;trunk_Accel_Z;trunk_Gyro_X;trunk_Gyro_Y;trunk_Gyro_Z;Label;;
13.195;-1.176405079;-0.626067699;0.637669247;-2.155987752;2.419162855;-0.83880536;-1.209854605;-0.086386056;0.192994005;-0.188626916;2.82144558;0.013388311;-0.886842962;-0.116057865;-0.513429933;-0.176562117;-0.389561796;-0.052250585;-0.920495081;-0.055907546;0.318324676;0.235488949;0.0514377;-0.034501267;walk;1;
13.295;-0.578914508;-0.299881368;0.707386915;0.499653515;-0.784846339;-0.03707004;-1.097556551;-0.081321936;0.008763971;0.296633767;-0.577648627;0.124394708;-0.959401974;-0.097416795;-0.430307091;0.253741611;-0.181636084;0.196762987;-0.968425918;-0.078762145;0.342306885;0.274605513;-0.010850099;0.112446015;walk;1;
13.395;-0.332579538;-0.406374628;1.058456287;0.22226897;-0.880004927;-0.105854082;-1.028930849;-0.053040378;0.066437946;0.098149363;-0.92320581;0.269381114;-0.989341942;-0.075362204;-0.292301134;0.005951599;-0.351000055;0.285985048;-1.060197419;-0.190403868;0.309963865;0.133872416;-0.010784807;0.132272575;walk;1;
13.495;-0.268876971;-0.322155468;0.928115229;-0.539785123;-0.153753211;-0.250889147;-0.973117608;-0.010265374;0.139139974;-0.112004571;-0.710999356;0.308677047;-0.948871115;-0.014041552;-0.208828031;-0.211350589;-0.778274474;0.251528282;-0.952115303;-0.067744746;0.213566899;-0.02127089;0.026954711;-0.013122258;walk;1;
13.595;-0.254556609;-0.197286291;0.960188133;-0.167482946;-0.063488357;-0.066977512;-0.986117373;0.053501789;0.13520016;0.088688553;-0.626937716;0.20387705;-0.976256945;0.091745209;-0.156542263;0.015202193;-0.691692116;0.221631944;-0.954193022;0.053551439;0.14823577;0.06011884;0.013182524;-0.122349186;walk;1;
13.695;-0.241533303;-0.248634912;0.944107469;-0.066710875;-0.06931861;-0.020824055;-0.983754829;0.052915284;0.230983553;0.037426245;-0.467513907;0.098243256;-0.998261327;0.063712522;-0.098918889;0.003282784;-0.679112442;0.105302538;-0.96817761;0.008789667;0.232603153;0.208847117;-0.081014072;-0.274225631;walk;1;
13.795;-0.253011245;-0.235650133;0.94161959;-0.004145026;-0.058233008;0.029164451;-0.976155701;0.040164827;0.192965251;-0.012763444;-0.409465273;0.026851009;-0.979303077;0.052518187;-0.099086777;-0.020299078;-0.671225814;0.021730522;-0.934731427;0.029738048;0.220889223;0.029411933;-0.056764124;-0.203308793;walk;1;
13.895;-0.23484641;-0.26680006;0.923857511;-0.087104838;-0.038509113;0.045283312;-0.95802125;0.037694115;0.261620775;-0.210018153;-0.481799472;-0.035444023;-0.969753899;0.027994684;-0.051255634;-0.191840344;-0.636779366;-0.092465073;-0.954810412;0.095737169;0.242724344;-0.154249027;0.061497507;0.089048406;walk;1;
13.995;-0.249757858;-0.202120115;0.968538516;-0.072714109;-0.05926803;0.055325047;-0.991270134;0.05959762;0.272703852;-0.42205491;-0.491725023;-0.159303058;-0.998560748;0.099290775;0.009232073;-0.366677402;-0.75257313;-0.263693346;-0.90600065;0.071711807;0.348508059;-0.201783166;0.072438599;0.165130682;walk;1;
14.095;-0.175577809;-0.139030438;1.076257628;0.891388267;-0.708089331;0.121573255;-1.175788031;0.025179667;0.153214741;0.11198077;-0.787641539;-0.417267737;-1.15584618;0.108925381;-0.067390238;0.212999628;-0.517988334;-0.373383715;-1.100903408;0.022955237;0.311952919;-0.189288344;-0.060155235;-0.17879601;walk;1;
14.195;-0.167178398;-0.328202674;0.893038439;1.969025565;-2.147938227;-0.178871174;-1.08661648;-0.029088499;0.155194079;0.565554107;-1.397401362;-0.42144285;-1.051091167;-0.088274923;-0.204059456;0.675510882;0.373849292;-0.210865052;-0.999106588;0.004005532;0.211635428;-0.302122524;0.024302483;0.044498906;walk;2;
14.295;-0.516671057;-0.461616693;0.785999631;1.71354553;-3.426548356;-0.733816785;-1.00557175;-0.06135305;0.352190359;-0.155469954;-1.837945387;-0.170095753;-1.03135406;-0.135247364;-0.215150362;-0.029117394;1.636098354;-0.242998673;-0.931932342;-0.104992054;0.138939171;-0.221971258;-0.000246799;-0.013013154;walk;2;
14.395;-0.647283522;-0.650353849;0.950758386;0.961475005;-1.697035505;0.275496272;-0.643685888;-0.113400305;0.66000595;-0.269467884;-0.757095156;0.249608854;-1.14119008;-0.169324715;-0.079022429;-0.364856143;2.109215086;-0.085712164;-0.98707822;0.002564204;0.230237519;-0.126482208;0.103248127;0.095049578;walk;2;
14.495;-0.201269708;-0.499185873;0.689450604;-1.913932217;2.705286776;0.760551438;-0.366692369;-0.124298276;0.569266397;-0.064735861;2.009094394;0.324281035;-0.93967528;-0.09644752;-0.012054139;-0.316998045;1.446914634;0.090187351;-0.917223027;-0.03186568;0.292207661;0.164888937;0.023970088;0.140970423;walk;2;
14.595;-0.426267341;-0.704566076;0.785273787;-1.813465638;3.913191843;1.415389073;-0.711161417;-0.155421811;0.450526458;0.202392606;4.075898256;0.019522175;-0.800343102;-0.110530018;-0.087918278;0.116015873;0.180419336;0.152633339;-0.922401377;-0.121776152;0.312970981;0.22052616;0.017023643;0.03847559;walk;2;
14.695;-1.029580732;-0.700872936;0.695690149;-2.681865865;2.891018182;-1.111692509;-1.174279983;-0.104254058;0.266125483;-0.031805209;3.190705961;0.024412423;-0.87537448;-0.142840812;-0.444994954;-0.040975443;-0.479099635;0.024556274;-0.891029657;-0.070210023;0.371635936;0.153715838;0.002519078;-0.07167424;walk;2;
14.795;-0.75356333;-0.327600704;0.679949923;0.055995894;-0.643984129;-0.37739365;-1.166587643;-0.081048768;0.020878071;0.178614249;-0.215211077;0.130517163;-0.995991885;-0.090539735;-0.470207914;0.141344833;-0.331185779;0.169504349;-0.994851459;-0.029035319;0.328010341;0.179945035;-0.091831625;0.231861694;walk;2;
14.895;-0.327258884;-0.328799648;1.07142884;0.072542628;-0.865342731;-0.085866169;-1.017124047;-0.019422216;0.057701408;-0.025185406;-0.902466984;0.233703027;-0.98191124;-0.036926846;-0.258323306;-0.09146584;-0.435288069;0.215905109;-1.059517371;-0.198943727;0.279635202;0.158116613;-0.040936341;0.179892868;walk;2;
14.995;-0.238948884;-0.226551792;0.947095024;-0.630538435;-0.185611179;-0.287719116;-0.981322268;0.013242354;0.086262023;-0.26739811;-0.693875791;0.234034921;-0.950840162;0.007191068;-0.211069241;-0.325814582;-0.750606571;0.142169766;-0.955823656;-0.09013681;0.180855106;0.001181554;0.014047922;-0.123852839;walk;2;
15.095;-0.281385326;-0.081459018;0.988551672;-0.086186483;-0.117345445;-0.106098859;-0.98690634;0.059138283;0.094535363;0.13681636;-0.624466616;0.151027808;-0.979307905;0.113388726;-0.136663006;0.084914459;-0.590771967;0.185483381;-0.948177529;0.07346902;0.146799551;0.195256317;0.023196185;-0.159958126;walk;2;
15.195;-0.244353434;-0.218874492;0.952091415;0.175678885;-0.039558147;0.015720214;-0.9840528;0.041817264;0.224669743;0.267414767;-0.49289424;0.05812575;-1.001140402;0.03573823;-0.092213634;0.237519347;-0.60391473;0.136028351;-0.960949205;-0.03928721;0.249830182;0.329802809;-0.112920618;-0.305851385;walk;2;
15.295;-0.243408931;-0.21849036;0.935645203;-0.126185517;-0.065803601;0.004659227;-0.973713361;0.042644395;0.20282387;-0.114640694;-0.391696633;0.050235647;-0.975404266;0.029007387;-0.10379686;-0.124411253;-0.63431541;0.016876443;-0.91802801;0.019859681;0.261111346;-0.01849429;-0.135088186;-0.121172831;walk;2;
15.395;-0.255881308;-0.170416386;0.951237166;-0.266815302;-0.058900738;-0.002336572;-0.972752672;0.050556842;0.217034914;-0.385989238;-0.466057919;-0.0154797;-0.968900875;0.058406467;-0.063965949;-0.369151129;-0.710153403;-0.114431735;-0.955348133;0.094672839;0.253992333;-0.203022683;-0.014973482;0.202503594;walk;2;
15.495;-0.26148507;-0.109343125;0.985287119;0.043319041;-0.079169561;0.086825746;-0.99642146;0.07074461;0.247304875;-0.314596774;-0.5520545;-0.178290765;-0.998337718;0.115171531;0.019327189;-0.264694015;-0.801120829;-0.247248248;-0.92786458;0.017871956;0.321448002;-0.240835829;0.028008809;0.184961812;walk;2;
15.595;-0.178353748;-0.161187183;1.041982768;0.568354014;-0.64815353;0.006186397;-1.136090102;-0.012331645;0.207558181;-0.07024673;-0.714664962;-0.417747894;-1.119149704;0.066490815;0.000291807;0.020918245;-0.748531532;-0.423231163;-1.094629891;0.058349867;0.270835413;-0.136936688;-0.054292114;-0.178701096;walk;2;
15.695;-0.241075208;-0.136280951;0.966683508;1.523771889;-1.856650643;-0.278130975;-1.085031779;0.019933977;0.100914821;0.705723584;-1.292910004;-0.575046801;-1.057489057;0.008323038;-0.127567528;0.83028337;-0.035614476;-0.36616311;-0.994744341;-0.04605085;0.246195022;-0.180332183;-0.011392052;-0.215383574;walk;2;
15.795;-0.422603278;-0.345421177;0.817024534;1.51829217;-3.35780315;-0.504796756;-1.048150068;-0.063110573;0.256331818;0.145150503;-1.944541324;-0.282402872;-1.025867939;-0.150100747;-0.206798881;0.26096737;1.312527549;-0.199161614;-0.984571799;-0.068971266;0.060209364;-0.158387601;0.013247373;-0.157200783;walk;2;
15.895;-0.804321195;-0.489254978;1.004956111;1.400145832;-2.941909706;0.03083152;-0.75841409;-0.099275279;0.662825273;-0.108754277;-1.427221559;0.032737723;-1.183005498;-0.17731913;-0.041512514;-0.101559841;2.309394091;-0.075111773;-1.008118353;-0.048478144;0.154407909;-0.221288409;0.109792898;0.051651245;walk;2;
15.995;-0.256353437;-0.5286305;0.759765492;-0.871298267;2.206218667;1.526673823;-0.314405297;-0.161697031;0.667398248;-0.099259203;1.430824375;0.357711453;-1.051287622;-0.153327338;0.064531327;-0.364540407;1.886058534;0.072475863;-0.921743958;-0.016153901;0.242956385;-0.055978837;0.046428694;0.283192009;walk;2;
16.095;-0.309399302;-0.650634678;0.690690346;-1.865771534;4.172522827;1.527597964;-0.553667788;-1.95E-01;0.532921834;0.108569544;4.089228455;0.002528125;-0.828246358;-0.108725658;0.037986501;0.061542834;0.651676141;0.069684658;-0.93639863;-0.088449286;0.260809506;0.022912024;-0.070182655;0.191266234;walk;2;
16.195;-1.112572039;-0.717933689;0.75694804;-2.244507772;3.129569742;-0.695719284;-1.099082261;-0.082975817;0.370128566;0.178019232;3.819367081;-0.101719674;-0.821431255;-0.162067525;-0.366502422;0.205683132;-0.443088243;0.024510363;-0.916401176;-0.043430025;0.328535205;0.266188703;-0.009876545;-0.044194876;walk;3;
16.295;-0.954124391;-0.393393595;0.566913259;-0.461691405;-0.126327138;-0.489542506;-1.179974364;-0.083274943;0.015974389;0.014672872;0.086751186;0.202700439;-0.953440067;-0.108262073;-0.553990602;-0.038952376;-0.302039487;0.198351866;-0.951900398;-0.069964164;0.30452804;0.388783277;-0.024485713;0.092018765;walk;3;
16.395;-0.355190589;-0.342236624;1.09369455;0.07031261;-0.632059788;0.115287432;-1.030731493;-0.026440603;0.100797115;0.008563585;-1.047741754;0.297966791;-1.003963612;-0.027157294;-0.244864724;-0.089097658;-0.183328136;0.285136119;-1.096949059;-0.163310296;0.231632161;0.166030678;0.049416362;0.319542336;walk;3;
16.495;-0.191058077;-0.284156659;0.927173087;-0.668686343;0.061501743;-0.25444138;-0.966363704;0.010224277;0.217209047;-0.185874577;-0.598715354;0.269688417;-0.973710203;-0.005169724;-0.158174183;-0.270334496;-0.761771621;0.186400097;-0.996728224;-0.050243125;0.15747353;0.30545819;0.07489909;-0.204292169;walk;3;
16.595;-0.185301104;-0.100761471;0.967341185;-0.649139269;-0.063908239;-0.193248811;-0.992909687;0.061687903;0.121196617;-0.395587033;-0.37754508;0.200217747;-0.977822331;0.084328806;-0.173849039;-0.439358546;-0.760649827;0.058953846;-0.976800058;-0.026958635;0.165934854;0.268490895;0.107719631;-0.221507741;walk;3;
16.695;-0.185957095;-0.065601832;0.971437464;-0.18922759;-0.235797612;-0.118555487;-0.995797126;0.0652889;0.101528515;-0.099947178;-0.340879968;0.090999607;-0.975994585;0.083432298;-0.173631547;-0.122010883;-0.727388507;0.057576604;-0.925284905;0.002341845;0.279427379;0.191012573;0.111780727;-0.293951191;walk;3;
16.795;-0.265972359;-0.126444992;0.974977455;-0.130395599;-0.255989542;-0.042081401;-0.986804823;0.035939348;0.131721881;-0.120878449;-0.430351791;0.068874632;-0.969059825;0.040020339;-0.13638817;-0.13467909;-0.64777805;0.035562185;-0.88674497;0.013132874;0.296732912;-0.043809231;0.075605413;-0.018386615;walk;3;
16.895;-0.26311249;-0.10233703;0.981470202;-0.011806811;-0.063622134;0.056000176;-0.983336639;0.044379885;0.196670737;-0.10846199;-0.616824989;-0.024918656;-0.977767733;0.0674145;-0.064604646;-0.098690524;-0.599284791;-0.051376467;-0.91879065;0.068408248;0.326648172;-0.231023536;0.083665848;0.27818802;walk;3;
16.995;-0.245325754;-0.098090884;0.984989495;0.259347213;-0.159646505;0.178769559;-0.993056611;0.068847095;0.285788724;-0.084626718;-0.670584143;-0.155278531;-1.007840225;0.096707251;0.025167965;-0.043013136;-0.699881065;-0.171539775;-0.917435309;-0.009808465;0.378176087;-0.246633832;0.001678609;0.185577881;walk;3;
17.095;-0.196754732;-0.144817971;1.019745555;0.545364582;-0.705965276;0.030272099;-1.093158089;0.020379101;0.290573983;-0.048270868;-0.718302395;-0.361735438;-1.099285087;0.076111502;0.0334035;0.042263596;-0.729631004;-0.362525258;-1.057392807;0.014876424;0.330372681;-0.232165107;-0.130966728;-0.142626853;walk;3;
17.195;-0.261350288;-0.086782171;0.987071624;1.325478516;-1.82421007;-0.192795874;-1.101101222;0.027335187;0.125969478;0.534698482;-1.111890272;-0.522540302;-1.080840053;0.052220236;-0.104693788;0.656781198;-0.252884148;-0.349014167;-0.999695179;0.003598784;0.293592446;-0.284213454;-0.110210373;-0.165956553;walk;3;
17.295;-0.390457001;-0.341231893;0.812525632;1.556007971;-3.385340514;-0.444788172;-1.087602027;-0.048054363;0.181532029;0.199015465;-1.874781628;-0.320434777;-1.010014852;-0.148556964;-0.300901004;0.32523139;1.102689097;-0.224308788;-0.969488834;-0.040557904;0.118436664;-0.204559757;-0.062139418;-0.105597158;walk;3;
17.395;-0.826395021;-0.442371974;1.030723969;1.368081665;-3.624429951;-0.018844166;-0.860989966;-0.090144729;0.567760012;-0.326672698;-1.642627669;0.041012897;-1.165694555;-0.164311897;-0.127937784;-0.254327437;2.355825414;-0.228579632;-0.974334528;-0.051182301;0.160982078;-0.126981073;0.029381473;-0.053639245;walk;3;
17.495;-0.412311826;-0.526851503;0.897253807;-0.776850649;2.007785388;1.611696176;-0.344000206;-0.13121908;0.668172772;-0.203452628;1.141373487;0.414008257;-1.089447628;-0.139151082;0.020112953;-0.46363736;2.087200172;-0.001621913;-0.963613093;-0.009791406;0.260596305;0.076003034;0.072817841;0.165005642;walk;3;
17.595;-0.258313262;-0.575195269;0.658885121;-2.017261078;4.279832246;1.916678242;-0.48161443;-0.153270201;0.536890984;-0.070779472;4.051887551;0.253205669;-0.833471184;-0.115841374;0.032028047;-0.253603082;0.884357158;0.071914349;-0.91802555;-0.097286935;0.269812062;0.128179302;-0.008619575;0.126379341;walk;3;
17.695;-0.984542436;-0.848694766;0.847552827;-2.589808792;3.424821915;0.041065985;-1.089347582;-0.094926043;0.360596999;-0.132079398;4.263245749;0.123350426;-0.821223189;-0.104780799;-0.316193873;-0.17932259;-0.27542004;0.03928294;-0.925239115;-0.091186478;0.316238919;0.197520073;0.048943922;-0.124591624;walk;3;
17.795;-1.133360816;-0.365892497;0.451924046;-1.204511398;0.823167343;-1.309435858;-1.158280117;-0.082286639;0.112945114;0.237168402;0.858389585;0.134751715;-0.909024249;-0.027775787;-0.461180359;0.196153401;-0.394833365;0.181009974;-0.928957781;-0.047290046;0.35714816;0.274268072;-0.024884614;-0.088786525;walk;3;
17.895;-0.209139705;-0.406042529;1.04929517;0.703981164;-1.483882673;-0.236750135;-1.120604011;-0.102442164;-0.099693936;0.401890074;-0.891405974;0.154824907;-1.032111078;-0.151666011;-0.448258603;0.350488402;-0.465260243;0.247790982;-1.05449065;-0.07929034;0.346263982;0.244820687;-0.136804988;0.117700629;walk;3;
